CustomerID,TransactionDate,Amount,SubscriptionType,PaymentMethod,Churn
1581,2024-10-02,441,Premium,Debit Card,1
1582,2024-06-07,423,Enterprise,Debit Card,1
1583,2024-05-01,244,Basic,Debit Card,1
1584,2024-10-20,336,Basic,PayPal,1
1585,2024-07-07,431,Premium,PayPal,1
1586,2024-03-04,488,Basic,PayPal,0
1587,2024-05-29,437,Premium,Credit Card,1
1588,2024-05-15,163,Premium,Debit Card,1
1589,2025-02-16,109,Basic,Debit Card,1
1590,2024-07-12,247,Enterprise,Credit Card,0
1591,2024-05-15,116,Basic,Credit Card,1
1592,2024-03-02,355,Enterprise,Credit Card,1
1593,2024-08-11,373,Basic,Credit Card,1
1594,2024-08-03,139,Enterprise,Debit Card,0
1595,2025-02-02,308,Basic,Credit Card,1
1596,2024-10-15,52,Enterprise,Credit Card,1
1597,2024-06-24,72,Enterprise,Debit Card,1
1598,2024-07-24,82,Basic,Debit Card,1
1599,2024-07-19,195,Basic,Debit Card,1
1600,2024-05-30,126,Premium,Debit Card,1
1601,2024-08-21,313,Enterprise,PayPal,1
1602,2024-03-20,14,Basic,PayPal,1
1603,2024-05-20,484,Premium,PayPal,1
1604,2024-11-04,85,Basic,PayPal,0
1605,2024-02-28,300,Enterprise,Debit Card,0
1606,2024-09-05,358,Basic,PayPal,1
1607,2025-02-11,409,Basic,Credit Card,0
1608,2024-05-15,92,Premium,Credit Card,0
1609,2024-02-26,442,Basic,Credit Card,1
1610,2024-06-20,69,Premium,PayPal,0
1611,2024-08-23,116,Enterprise,PayPal,1
1612,2024-12-20,126,Enterprise,Credit Card,1
1613,2024-05-14,316,Basic,PayPal,1
1614,2024-12-16,392,Premium,Debit Card,0
1615,2024-06-17,356,Enterprise,PayPal,1
1616,2024-10-11,91,Basic,Credit Card,0
1617,2024-08-31,324,Basic,Credit Card,1
1618,2024-12-20,329,Basic,PayPal,1
1619,2024-05-01,370,Basic,PayPal,1
1620,2024-04-14,150,Basic,Credit Card,0
1621,2024-07-23,231,Premium,Credit Card,0
1622,2024-05-28,419,Basic,PayPal,1
1623,2024-06-11,79,Basic,PayPal,1
1624,2024-03-30,396,Basic,Credit Card,1
1625,2024-12-05,480,Basic,Credit Card,1
1626,2024-04-25,21,Basic,Credit Card,1
1627,2024-02-28,306,Basic,Credit Card,0
1628,2024-03-30,114,Basic,Credit Card,1
1629,2024-04-13,216,Enterprise,Credit Card,1
1630,2024-05-24,74,Enterprise,Credit Card,1
1631,2025-01-25,72,Basic,PayPal,1
1632,2024-07-23,187,Premium,Debit Card,0
1633,2024-07-29,440,Basic,Debit Card,1
1634,2024-08-23,17,Premium,PayPal,1
1635,2024-09-27,168,Premium,Debit Card,0
1636,2024-06-15,20,Premium,PayPal,0
1637,2024-02-28,282,Premium,PayPal,1
1638,2024-11-28,420,Premium,PayPal,1
1639,2024-10-08,389,Enterprise,PayPal,0
1640,2024-06-03,104,Basic,Debit Card,0
1641,2024-07-28,164,Enterprise,PayPal,1
1642,2024-09-28,215,Enterprise,Credit Card,0
1643,2024-08-21,124,Basic,PayPal,0
1644,2025-02-23,388,Enterprise,Debit Card,1
1645,2024-05-23,96,Basic,Debit Card,0
1646,2024-05-17,321,Basic,Debit Card,1
1647,2024-10-30,206,Basic,Debit Card,1
1648,2025-01-31,359,Basic,Credit Card,1
1649,2024-06-02,107,Premium,PayPal,1
1650,2024-09-20,440,Premium,Credit Card,1
1651,2024-05-12,28,Enterprise,PayPal,0
1652,2024-09-09,322,Basic,PayPal,1
1653,2024-04-11,424,Basic,Credit Card,1
1654,2024-03-07,25,Basic,Credit Card,1
1655,2024-09-30,54,Basic,Debit Card,1
1656,2024-12-14,164,Premium,PayPal,1
1657,2024-03-03,454,Premium,PayPal,1
1658,2024-06-30,419,Premium,PayPal,0
1659,2024-04-03,240,Enterprise,PayPal,0
1660,2024-08-02,166,Basic,PayPal,1
1661,2024-09-01,122,Premium,PayPal,0
1662,2024-11-28,386,Premium,Debit Card,1
1663,2025-01-24,368,Basic,PayPal,1
1664,2024-11-25,392,Premium,Debit Card,1
1665,2025-01-11,53,Basic,PayPal,1
1666,2025-02-03,374,Basic,PayPal,1
1667,2025-01-01,422,Premium,Credit Card,1
1668,2024-05-19,374,Enterprise,PayPal,1
1669,2024-06-04,119,Basic,Credit Card,1
1670,2024-06-09,120,Enterprise,Credit Card,0
1671,2024-08-13,232,Premium,Credit Card,1
1672,2024-12-17,395,Basic,Debit Card,1
1673,2024-02-28,399,Basic,Credit Card,1
1674,2024-10-04,274,Premium,Credit Card,1
1675,2024-08-11,280,Enterprise,Credit Card,1
1676,2025-02-14,221,Premium,PayPal,1
1677,2024-10-22,323,Premium,Debit Card,1
1678,2024-11-12,267,Premium,Debit Card,1
1679,2024-06-08,396,Enterprise,Debit Card,0
1680,2025-02-02,256,Basic,Debit Card,0
1681,2024-06-04,445,Basic,PayPal,1
1682,2024-12-16,64,Premium,Credit Card,1
1683,2025-02-12,318,Premium,PayPal,1
1684,2024-06-22,359,Enterprise,Debit Card,1
1685,2025-01-03,81,Premium,PayPal,1
1686,2024-02-27,305,Enterprise,PayPal,1
1687,2024-03-26,222,Enterprise,Debit Card,0
1688,2024-08-10,304,Enterprise,Credit Card,1
1689,2024-12-17,180,Premium,PayPal,1
1690,2024-11-03,255,Basic,Debit Card,1
1691,2024-05-27,150,Enterprise,PayPal,0
1692,2024-06-05,113,Basic,PayPal,1
1693,2024-06-23,114,Enterprise,PayPal,0
1694,2024-06-19,249,Premium,Credit Card,1
1695,2024-12-26,430,Enterprise,PayPal,1
1696,2025-01-23,320,Enterprise,PayPal,1
1697,2025-02-09,425,Basic,Credit Card,0
1698,2024-05-21,407,Premium,PayPal,1
1699,2024-12-01,330,Enterprise,PayPal,1
1700,2024-06-06,420,Premium,Credit Card,1
1701,2024-03-27,289,Basic,Debit Card,1
1702,2024-11-18,380,Premium,PayPal,1
1703,2024-08-14,378,Premium,Debit Card,1
1704,2025-02-05,31,Basic,Debit Card,1
1705,2024-07-23,87,Enterprise,Debit Card,1
1706,2024-03-12,310,Enterprise,Credit Card,1
1707,2024-12-26,401,Premium,Credit Card,1
1708,2025-02-14,484,Enterprise,PayPal,0
1709,2024-04-13,204,Basic,Debit Card,0
1710,2024-12-19,329,Premium,Credit Card,1
1711,2024-08-22,362,Premium,Credit Card,1
1712,2024-06-07,380,Enterprise,Debit Card,1
1713,2024-12-29,440,Enterprise,Credit Card,1
1714,2024-07-17,30,Enterprise,Debit Card,0
1715,2025-01-26,169,Premium,Credit Card,1
1716,2024-11-05,241,Enterprise,Debit Card,1
1717,2024-03-20,370,Premium,Credit Card,1
1718,2024-08-29,310,Enterprise,Credit Card,0
1719,2024-03-02,53,Premium,Credit Card,1
1720,2025-01-26,306,Premium,Credit Card,1
1721,2025-02-13,361,Premium,Debit Card,1
1722,2024-08-11,189,Enterprise,PayPal,1
1723,2024-04-14,481,Enterprise,PayPal,1
1724,2025-01-26,404,Basic,Credit Card,1
1725,2024-12-19,110,Premium,PayPal,1
1726,2024-08-11,124,Enterprise,Credit Card,1
1727,2025-02-17,222,Basic,PayPal,1
1728,2025-02-08,27,Basic,Credit Card,1
1729,2024-12-30,404,Enterprise,PayPal,0
1730,2024-12-28,36,Premium,PayPal,0
1731,2024-10-02,436,Basic,Credit Card,1
1732,2024-08-17,367,Basic,PayPal,1
1733,2024-04-02,458,Premium,Credit Card,1
1734,2024-10-07,447,Enterprise,PayPal,1
1735,2024-12-26,294,Premium,Debit Card,0
1736,2024-04-26,158,Premium,Debit Card,0
1737,2024-09-29,294,Enterprise,Debit Card,1
1738,2024-07-23,146,Basic,Credit Card,0
1739,2024-12-27,198,Premium,Credit Card,1
1740,2025-02-13,199,Basic,Credit Card,1
1741,2024-09-26,208,Basic,Debit Card,1
1742,2024-09-05,111,Basic,PayPal,1
1743,2024-06-26,488,Enterprise,Credit Card,0
1744,2024-07-24,100,Basic,Debit Card,1
1745,2025-01-22,499,Premium,Credit Card,1
1746,2024-04-18,233,Premium,Credit Card,1
1747,2024-05-28,14,Premium,PayPal,0
1748,2024-03-18,362,Enterprise,Credit Card,1
1749,2024-07-26,24,Premium,Credit Card,1
1750,2024-04-08,450,Enterprise,PayPal,0
1751,2024-11-06,14,Basic,Credit Card,0
1752,2024-07-30,413,Basic,Credit Card,1
1753,2024-09-05,239,Enterprise,PayPal,0
1754,2024-09-13,366,Enterprise,Credit Card,1
1755,2024-10-28,346,Enterprise,Credit Card,1
1756,2024-07-14,123,Basic,Debit Card,1
1757,2024-04-09,13,Enterprise,PayPal,1
1758,2024-03-28,193,Basic,Debit Card,1
1759,2024-04-30,222,Basic,PayPal,1
1760,2025-02-18,256,Premium,Credit Card,1
1761,2024-07-26,43,Basic,Debit Card,1
1762,2025-02-18,305,Enterprise,Debit Card,1
1763,2024-10-09,462,Enterprise,Debit Card,0
1764,2024-11-06,205,Enterprise,Debit Card,1
1765,2024-12-01,415,Basic,PayPal,1
1766,2024-08-17,136,Basic,Credit Card,1
1767,2024-04-16,151,Premium,Credit Card,1
1768,2025-02-01,461,Premium,Debit Card,1
1769,2024-12-31,145,Enterprise,Credit Card,1
1770,2024-05-14,137,Basic,Credit Card,1
1771,2024-03-05,332,Enterprise,PayPal,0
1772,2025-01-06,183,Enterprise,Credit Card,1
1773,2024-09-21,422,Enterprise,Credit Card,0
1774,2024-07-28,227,Premium,Credit Card,0
1775,2024-10-27,123,Enterprise,Credit Card,0
1776,2024-03-21,384,Premium,Debit Card,0
1777,2024-04-10,359,Basic,PayPal,1
1778,2024-07-28,21,Enterprise,PayPal,1
1779,2024-06-19,472,Premium,PayPal,1
1780,2024-04-27,253,Basic,Credit Card,0
1781,2025-02-02,61,Premium,Debit Card,0
1782,2024-04-02,195,Enterprise,PayPal,1
1783,2025-01-18,242,Basic,Debit Card,1
1784,2024-05-22,11,Basic,PayPal,1
1785,2024-12-12,10,Basic,Debit Card,0
1786,2024-07-20,248,Premium,Credit Card,0
1787,2024-03-30,64,Premium,Credit Card,0
1788,2024-04-10,229,Premium,PayPal,0
1789,2024-08-11,113,Basic,PayPal,1
1790,2025-02-09,364,Enterprise,PayPal,1
1791,2024-04-13,427,Enterprise,Credit Card,0
1792,2025-02-20,457,Basic,Credit Card,1
1793,2024-05-28,333,Enterprise,PayPal,1
1794,2024-04-25,347,Basic,PayPal,1
1795,2025-01-26,405,Enterprise,Credit Card,0
1796,2024-12-10,315,Enterprise,PayPal,1
1797,2024-12-03,286,Enterprise,PayPal,1
1798,2024-07-21,19,Premium,PayPal,1
1799,2024-08-01,350,Premium,Credit Card,1
1800,2024-09-01,113,Basic,Credit Card,0
1801,2024-05-26,354,Premium,Debit Card,1
1802,2024-05-07,379,Basic,Debit Card,1
1803,2024-10-28,474,Premium,Debit Card,0
1804,2024-05-05,380,Enterprise,Debit Card,1
1805,2025-01-20,207,Premium,PayPal,1
1806,2024-08-26,23,Premium,Credit Card,1
1807,2024-05-26,494,Premium,Credit Card,1
1808,2024-07-23,177,Basic,Debit Card,1
1809,2025-02-18,369,Basic,PayPal,0
1810,2025-02-21,347,Enterprise,Credit Card,1
1811,2024-11-22,39,Enterprise,Credit Card,1
1812,2024-09-03,466,Enterprise,PayPal,1
1813,2024-11-18,23,Premium,PayPal,1
1814,2024-12-07,247,Enterprise,Debit Card,1
1815,2024-05-30,445,Basic,Debit Card,1
1816,2024-08-21,375,Enterprise,PayPal,1
1817,2024-09-16,410,Enterprise,Credit Card,1
1818,2024-06-15,71,Enterprise,PayPal,0
1819,2024-11-10,491,Enterprise,PayPal,1
1820,2024-12-08,119,Enterprise,Credit Card,0
1821,2024-05-26,415,Basic,Credit Card,0
1822,2024-12-07,318,Premium,Debit Card,1
1823,2024-06-22,169,Enterprise,PayPal,1
1824,2024-09-14,341,Premium,Debit Card,1
1825,2024-08-22,64,Enterprise,PayPal,1
1826,2025-02-25,258,Premium,PayPal,0
1827,2024-08-16,473,Basic,Credit Card,1
1828,2024-09-25,265,Premium,PayPal,1
1829,2024-05-23,31,Enterprise,PayPal,1
1830,2025-02-02,431,Premium,Credit Card,1
1831,2024-05-04,443,Premium,Credit Card,0
1832,2025-01-14,112,Enterprise,Credit Card,1
1833,2024-11-04,459,Premium,PayPal,0
1834,2024-10-28,310,Enterprise,Credit Card,0
1835,2024-12-18,384,Basic,PayPal,1
1836,2024-10-07,273,Enterprise,Debit Card,1
1837,2024-12-06,245,Basic,Credit Card,1
1838,2024-09-09,330,Premium,Debit Card,1
1839,2024-12-27,242,Enterprise,Debit Card,1
1840,2024-08-21,177,Premium,Credit Card,0
1841,2024-10-12,242,Basic,Credit Card,0
1842,2024-12-04,14,Basic,PayPal,0
1843,2024-09-15,54,Premium,Credit Card,1
1844,2025-01-30,55,Enterprise,Debit Card,1
1845,2024-08-16,173,Enterprise,Debit Card,1
1846,2024-04-04,410,Enterprise,Debit Card,0
1847,2025-01-12,178,Enterprise,PayPal,0
1848,2024-10-14,423,Basic,PayPal,1
1849,2024-09-10,445,Enterprise,Credit Card,1
1850,2024-09-05,344,Premium,Credit Card,0
1851,2024-06-02,413,Basic,Credit Card,1
1852,2024-11-22,173,Premium,Debit Card,1
1853,2024-08-19,265,Premium,Debit Card,0
1854,2024-12-23,75,Premium,Debit Card,0
1855,2024-07-25,438,Basic,Credit Card,1
1856,2024-08-23,269,Enterprise,Credit Card,1
1857,2024-04-25,443,Premium,Debit Card,1
1858,2024-05-01,97,Premium,Credit Card,0
1859,2025-01-23,249,Enterprise,PayPal,1
1860,2025-02-12,320,Enterprise,Credit Card,0
1861,2025-01-13,68,Enterprise,Debit Card,0
1862,2024-11-09,179,Enterprise,Credit Card,0
1863,2025-01-23,267,Premium,PayPal,1
1864,2024-07-04,55,Basic,Debit Card,1
1865,2024-08-23,11,Enterprise,Credit Card,0
1866,2025-01-26,443,Enterprise,Credit Card,1
1867,2024-04-13,138,Premium,Credit Card,1
1868,2024-10-13,278,Enterprise,Credit Card,0
1869,2024-06-02,335,Premium,PayPal,1
1870,2024-10-13,287,Premium,Credit Card,1
1871,2024-04-28,26,Premium,Credit Card,1
1872,2024-05-11,196,Premium,Debit Card,1
1873,2024-05-14,351,Enterprise,PayPal,1
1874,2024-06-11,335,Basic,Debit Card,0
1875,2024-12-24,125,Enterprise,PayPal,1
1876,2024-08-06,268,Basic,Credit Card,0
1877,2024-09-19,375,Enterprise,PayPal,1
1878,2024-12-15,258,Premium,Debit Card,1
1879,2024-06-17,207,Enterprise,Credit Card,0
1880,2024-05-30,346,Premium,Debit Card,1
1881,2025-02-11,236,Enterprise,Debit Card,1
1882,2025-01-09,186,Premium,PayPal,1
1883,2025-02-17,252,Basic,Credit Card,1
1884,2025-02-24,443,Premium,Debit Card,1
1885,2025-01-01,366,Enterprise,Debit Card,0
1886,2024-09-29,44,Premium,PayPal,1
1887,2024-03-21,416,Basic,Debit Card,0
1888,2025-02-10,465,Basic,Credit Card,0
1889,2024-08-17,144,Enterprise,Credit Card,1
1890,2024-04-30,315,Premium,PayPal,1
1891,2025-02-08,19,Enterprise,Debit Card,1
1892,2024-12-17,483,Premium,PayPal,1
1893,2024-04-06,192,Basic,PayPal,1
1894,2024-06-10,211,Enterprise,Debit Card,1
1895,2024-09-10,28,Basic,Credit Card,1
1896,2024-08-30,32,Premium,PayPal,1
1897,2024-05-05,104,Basic,Credit Card,1
1898,2024-11-17,73,Premium,Credit Card,1
1899,2025-01-07,426,Enterprise,Debit Card,1
1900,2024-05-06,459,Premium,Debit Card,1
1901,2024-12-02,229,Premium,Credit Card,0
1902,2024-12-13,105,Enterprise,Credit Card,1
1903,2024-11-09,362,Enterprise,Credit Card,0
1904,2024-09-18,274,Basic,PayPal,0
1905,2024-03-19,390,Premium,Credit Card,1
1906,2024-02-26,166,Premium,PayPal,1
1907,2024-04-01,216,Basic,Debit Card,1
1908,2024-03-06,283,Premium,Debit Card,1
1909,2025-01-23,347,Premium,Credit Card,0
1910,2024-06-01,255,Enterprise,Debit Card,0
1911,2024-08-28,208,Enterprise,Credit Card,1
1912,2024-04-07,471,Enterprise,PayPal,0
1913,2025-02-16,294,Basic,Credit Card,1
1914,2024-03-15,381,Enterprise,Debit Card,1
1915,2024-07-27,92,Basic,Credit Card,0
1916,2024-10-16,326,Enterprise,Debit Card,0
1917,2024-07-13,142,Premium,PayPal,1
1918,2025-01-06,114,Premium,Debit Card,1
1919,2025-01-31,379,Enterprise,Debit Card,0
1920,2024-07-22,246,Enterprise,Debit Card,0
1921,2024-11-16,78,Basic,Debit Card,1
1922,2024-05-12,193,Premium,Debit Card,1
1923,2024-03-03,127,Enterprise,Debit Card,1
1924,2025-01-10,189,Enterprise,Credit Card,1
1925,2024-04-02,280,Premium,PayPal,1
1926,2025-01-04,99,Enterprise,Credit Card,1
1927,2024-07-23,97,Premium,PayPal,0
1928,2024-10-27,92,Enterprise,Credit Card,1
1929,2025-01-14,29,Premium,PayPal,1
1930,2024-07-28,116,Basic,PayPal,0
1931,2025-02-06,338,Enterprise,Credit Card,0
1932,2024-05-19,357,Enterprise,Credit Card,0
1933,2024-10-11,281,Enterprise,PayPal,1
1934,2024-05-04,340,Basic,Debit Card,1
1935,2024-11-13,107,Enterprise,PayPal,0
1936,2024-12-21,418,Enterprise,Debit Card,1
1937,2024-10-11,241,Premium,PayPal,1
1938,2024-06-21,384,Enterprise,Debit Card,1
1939,2024-12-11,66,Enterprise,Credit Card,1
1940,2024-12-18,158,Premium,Credit Card,1
1941,2024-09-07,398,Basic,Debit Card,1
1942,2024-08-07,468,Basic,Debit Card,1
1943,2024-04-27,244,Premium,Debit Card,1
1944,2024-08-13,146,Basic,Debit Card,0
1945,2025-01-26,276,Basic,Credit Card,1
1946,2024-11-18,238,Enterprise,PayPal,0
1947,2024-04-09,370,Enterprise,Credit Card,1
1948,2024-10-27,330,Enterprise,PayPal,0
1949,2025-01-28,456,Basic,Credit Card,0
1950,2024-12-12,291,Enterprise,Debit Card,0
1951,2024-11-14,211,Basic,Credit Card,1
1952,2024-11-30,241,Enterprise,Credit Card,0
1953,2025-01-04,28,Basic,Debit Card,1
1954,2024-05-22,25,Premium,Debit Card,0
1955,2024-10-23,65,Premium,Credit Card,1
1956,2024-10-09,366,Enterprise,Credit Card,1
1957,2024-12-25,123,Basic,PayPal,1
1958,2025-02-07,498,Premium,PayPal,1
1959,2024-11-12,77,Premium,Credit Card,0
1960,2024-12-17,87,Enterprise,PayPal,0
1961,2024-08-26,39,Enterprise,Debit Card,1
1962,2024-08-12,16,Basic,Credit Card,1
1963,2024-10-10,405,Premium,Credit Card,1
1964,2024-05-11,161,Basic,PayPal,1
1965,2024-11-12,496,Basic,Credit Card,1
1966,2024-10-28,372,Enterprise,Credit Card,1
1967,2025-01-21,31,Basic,Debit Card,1
1968,2024-05-24,440,Basic,Credit Card,1
1969,2024-06-07,39,Premium,PayPal,0
1970,2024-06-04,453,Basic,Debit Card,1
1971,2024-09-10,176,Premium,PayPal,0
1972,2024-06-08,157,Premium,Credit Card,1
1973,2024-10-25,419,Basic,PayPal,0
1974,2024-04-27,58,Basic,PayPal,1
1975,2024-10-21,334,Premium,Debit Card,1
1976,2024-07-10,497,Basic,Credit Card,0
1977,2024-04-13,307,Premium,Debit Card,0
1978,2024-03-19,271,Basic,Credit Card,0
1979,2024-11-16,190,Premium,Debit Card,0
1980,2024-12-22,299,Premium,Credit Card,0
1981,2024-07-14,131,Enterprise,Debit Card,1
1982,2024-12-21,133,Basic,Credit Card,1
1983,2025-02-09,462,Premium,Debit Card,1
1984,2024-03-18,275,Premium,PayPal,1
1985,2025-02-19,37,Basic,Debit Card,1
1986,2024-04-14,268,Basic,PayPal,0
1987,2025-02-01,86,Basic,Debit Card,1
1988,2024-06-12,441,Enterprise,PayPal,1
1989,2024-11-12,376,Basic,Credit Card,0
1990,2024-04-13,203,Enterprise,PayPal,1
1991,2024-12-23,391,Basic,Credit Card,0
1992,2024-10-06,44,Enterprise,PayPal,0
1993,2024-12-05,445,Basic,Credit Card,0
1994,2024-06-21,123,Enterprise,PayPal,1
1995,2024-11-27,71,Premium,Debit Card,1
1996,2024-09-12,61,Enterprise,Credit Card,1
1997,2024-03-03,125,Enterprise,Credit Card,1
1998,2024-05-31,56,Premium,PayPal,1
1999,2024-05-06,447,Basic,Debit Card,1
2000,2025-02-11,421,Premium,Credit Card,1
2001,2024-06-21,110,Premium,Credit Card,1
2002,2024-07-02,288,Premium,Debit Card,1
2003,2025-02-04,116,Enterprise,Debit Card,1
2004,2024-12-21,480,Premium,Debit Card,1
2005,2024-11-03,44,Basic,Credit Card,1
2006,2024-12-17,498,Enterprise,PayPal,0
2007,2024-08-29,368,Enterprise,PayPal,1
2008,2024-06-04,384,Premium,Credit Card,0
2009,2024-04-22,297,Enterprise,Credit Card,1
2010,2024-07-30,11,Basic,Credit Card,1
2011,2024-06-30,248,Enterprise,Credit Card,0
2012,2024-12-02,377,Premium,Debit Card,1
2013,2024-04-06,387,Premium,Credit Card,1
2014,2024-11-30,281,Premium,Credit Card,1
2015,2024-09-06,153,Enterprise,Credit Card,0
2016,2024-09-09,444,Premium,Debit Card,0
2017,2024-12-18,460,Enterprise,Debit Card,0
2018,2024-12-15,101,Premium,Debit Card,0
2019,2025-01-25,230,Premium,Credit Card,1
2020,2024-04-28,63,Premium,Debit Card,1
2021,2024-07-05,413,Basic,Credit Card,0
2022,2024-05-10,237,Basic,Credit Card,0
2023,2024-08-06,42,Premium,PayPal,1
2024,2024-09-11,223,Premium,Debit Card,1
2025,2024-09-10,145,Enterprise,PayPal,1
2026,2025-01-04,257,Enterprise,PayPal,0
2027,2024-12-14,417,Basic,Debit Card,1
2028,2025-01-14,62,Enterprise,Debit Card,0
2029,2024-03-05,73,Enterprise,PayPal,1
2030,2024-09-09,323,Enterprise,Credit Card,1
2031,2025-02-23,383,Enterprise,PayPal,1
2032,2025-02-03,46,Basic,Debit Card,0
2033,2024-03-08,221,Basic,Credit Card,0
2034,2024-12-15,21,Enterprise,PayPal,1
2035,2024-05-01,477,Enterprise,PayPal,1
2036,2024-04-05,93,Basic,PayPal,1
2037,2024-10-08,397,Premium,Debit Card,0
2038,2025-02-08,103,Enterprise,PayPal,1
2039,2024-09-11,424,Premium,Debit Card,1
2040,2025-01-07,351,Enterprise,Credit Card,1
2041,2024-12-17,216,Basic,Credit Card,0
2042,2024-05-04,47,Enterprise,PayPal,1
2043,2024-06-10,430,Premium,Debit Card,0
2044,2024-12-18,357,Basic,PayPal,1
2045,2024-08-16,212,Enterprise,Credit Card,1
2046,2024-11-13,279,Enterprise,Debit Card,1
2047,2024-07-04,84,Basic,Credit Card,0
2048,2024-09-05,137,Enterprise,Credit Card,0
2049,2024-03-23,338,Basic,Debit Card,1
2050,2024-10-10,161,Enterprise,Debit Card,1
2051,2024-03-25,19,Basic,Debit Card,0
2052,2024-12-05,47,Enterprise,PayPal,1
2053,2024-08-12,436,Basic,PayPal,1
2054,2024-10-09,114,Basic,Debit Card,1
2055,2024-06-12,174,Enterprise,Debit Card,1
2056,2024-07-12,435,Basic,PayPal,0
2057,2024-07-18,41,Enterprise,Debit Card,1
2058,2024-04-28,221,Enterprise,Credit Card,1
2059,2024-06-30,23,Enterprise,Debit Card,1
2060,2024-03-14,239,Basic,PayPal,1
2061,2024-04-24,141,Enterprise,Debit Card,1
2062,2024-08-11,161,Basic,Debit Card,0
2063,2024-07-11,105,Premium,Credit Card,1
2064,2025-01-28,19,Premium,Debit Card,1
2065,2024-07-30,383,Premium,PayPal,0
2066,2024-07-27,372,Enterprise,PayPal,1
2067,2024-05-26,25,Basic,Credit Card,1
2068,2024-12-24,176,Enterprise,Credit Card,1
2069,2025-01-22,105,Basic,PayPal,0
2070,2024-07-20,27,Premium,Debit Card,0
2071,2024-08-19,418,Premium,PayPal,1
2072,2024-09-04,16,Premium,Credit Card,1
2073,2024-12-31,193,Enterprise,PayPal,0
2074,2024-07-13,391,Enterprise,Credit Card,1
2075,2024-08-17,254,Basic,PayPal,0
2076,2024-03-01,440,Basic,Debit Card,1
2077,2025-02-05,380,Premium,Debit Card,0
2078,2024-10-22,475,Enterprise,Credit Card,1
2079,2024-07-17,376,Enterprise,Debit Card,1
2080,2024-03-26,91,Basic,Credit Card,1
2081,2024-11-07,140,Basic,Debit Card,1
2082,2024-09-07,138,Enterprise,PayPal,1
2083,2024-03-12,298,Enterprise,Debit Card,1
2084,2024-04-28,464,Basic,PayPal,1
2085,2024-03-21,83,Enterprise,Credit Card,1
2086,2024-06-06,373,Enterprise,Debit Card,1
2087,2024-11-06,68,Premium,Debit Card,1
2088,2024-11-25,81,Enterprise,PayPal,1
2089,2024-11-10,169,Enterprise,Credit Card,1
2090,2024-09-18,96,Enterprise,Debit Card,0
2091,2024-04-06,410,Basic,Credit Card,1
2092,2024-05-01,471,Premium,Credit Card,1
2093,2024-05-28,26,Basic,Debit Card,1
2094,2024-09-28,98,Premium,PayPal,1
2095,2024-05-31,158,Premium,Credit Card,1
2096,2024-04-23,320,Enterprise,Credit Card,1
2097,2024-10-05,15,Premium,Debit Card,1
2098,2025-02-05,93,Premium,Credit Card,1
2099,2024-11-20,442,Enterprise,Debit Card,1
2100,2024-03-11,93,Enterprise,Credit Card,0
2101,2024-07-18,259,Premium,PayPal,0
2102,2024-12-06,163,Basic,PayPal,1
2103,2024-11-05,425,Premium,PayPal,1
2104,2024-11-18,81,Basic,PayPal,1
2105,2024-12-11,118,Basic,Debit Card,1
2106,2025-01-08,121,Premium,Debit Card,1
2107,2024-11-22,181,Basic,Debit Card,1
2108,2025-01-21,196,Premium,Debit Card,0
2109,2025-02-20,294,Basic,Debit Card,1
2110,2024-03-09,282,Basic,PayPal,1
2111,2024-12-30,27,Premium,Credit Card,1
2112,2024-03-20,177,Enterprise,Credit Card,0
2113,2024-04-29,328,Enterprise,PayPal,1
2114,2024-06-08,91,Premium,PayPal,1
2115,2024-03-24,84,Premium,Debit Card,0
2116,2024-11-06,438,Enterprise,Debit Card,0
2117,2024-10-21,469,Enterprise,Credit Card,1
2118,2024-09-07,344,Basic,Credit Card,0
2119,2024-06-08,355,Basic,Debit Card,0
2120,2025-01-27,258,Basic,Debit Card,1
2121,2024-09-29,140,Enterprise,PayPal,0
2122,2024-08-26,396,Premium,Debit Card,0
2123,2024-08-21,431,Basic,PayPal,1
2124,2024-07-06,364,Premium,Debit Card,0
2125,2025-01-10,210,Enterprise,Credit Card,1
2126,2025-01-09,372,Basic,PayPal,1
2127,2025-02-08,305,Enterprise,Credit Card,0
2128,2024-07-29,77,Premium,PayPal,1
2129,2025-01-26,447,Basic,PayPal,0
2130,2024-11-03,29,Premium,Credit Card,0
2131,2024-06-30,280,Premium,Credit Card,1
2132,2024-08-05,102,Basic,Debit Card,0
2133,2025-02-04,142,Basic,PayPal,1
2134,2024-03-09,304,Enterprise,Debit Card,1
2135,2024-02-26,305,Basic,PayPal,1
2136,2025-01-07,144,Basic,Debit Card,1
2137,2025-01-06,465,Basic,Credit Card,1
2138,2024-10-11,361,Basic,Credit Card,1
2139,2024-10-12,365,Basic,Debit Card,1
2140,2024-06-02,42,Enterprise,Credit Card,1
2141,2024-12-29,383,Premium,Debit Card,1
2142,2024-07-01,302,Enterprise,PayPal,1
2143,2024-12-21,41,Premium,PayPal,1
2144,2024-10-14,52,Basic,Credit Card,1
2145,2024-07-12,456,Enterprise,Credit Card,0
2146,2024-09-02,301,Premium,Credit Card,1
2147,2025-01-12,363,Premium,PayPal,0
2148,2024-06-13,314,Basic,Debit Card,0
2149,2024-05-13,290,Basic,Credit Card,0
2150,2024-08-04,117,Premium,Debit Card,1
2151,2025-02-23,105,Enterprise,Credit Card,1
2152,2025-02-10,75,Premium,Credit Card,1
