User ID,Session Duration (minutes),Page Views,Browsing Behavior,Clickstream Data,Churn
a1defea6-bbf4-4018-b8bb-f38e5390b491,5,12,Focused,Service leave billion draw.,No
190aaaf9-1935-4845-8cf1-76db5199a559,20,11,Casual,Care world offer turn.,No
50e0ca6e-00cd-4ec9-897f-6eb8b8dfca49,11,13,Casual,Heart type trouble become fine mention.,Yes
6ede3a25-4348-485b-9c12-53fe820b965b,10,5,Exploratory,Physical yet population catch network simple.,Yes
5922c0c8-71c6-46a5-a11d-8a0f4d413725,40,6,Exploratory,Drive join performance international drug.,Yes
a6162a85-3c53-492e-8ed7-0634fff061b2,38,1,Exploratory,Medical movie eye size certainly store bag.,Yes
05d4c47f-b23d-4eaa-94bc-fdfe13df782f,6,6,Casual,Among individual floor view.,No
f14e2d09-2cbc-4952-8d6d-2b3e1a29e6d7,8,18,Focused,Information consumer quality mother.,Yes
8b25139a-b8cf-47c2-9542-c8d770536186,23,9,Exploratory,Provide like close news skill. From quality put.,Yes
7e39f8ab-817e-46b8-8bdc-0e206f149b6b,47,15,Focused,School main analysis partner.,No
004336af-e58a-4d52-99bf-d64bcc6a6fdd,26,8,Exploratory,So court experience good move what.,No
30d9fda4-453a-4566-8ea5-65107eebeffb,46,19,Focused,Table war poor trial size.,No
27201ce6-4ce9-41b9-9f00-b64fb7214914,43,16,Exploratory,Then street particularly task.,No
7d6649d8-8f58-492a-ad2f-acbaa2893fe7,12,6,Focused,Shoulder rather suffer.,No
696cfd6d-8222-4834-9974-f1f62cb261e8,26,6,Casual,Open stand key test head candidate.,Yes
03fd0353-ea98-4673-b29d-907cebebbc99,13,3,Exploratory,Year but young song tonight here arm travel.,Yes
051eacd9-0ada-4ec5-a6fb-a00b612b623e,40,10,Exploratory,Relate whom too thing standard.,No
e3a2e585-4f88-4bd2-a776-0727a7a578d0,18,1,Casual,Official establish throw Mrs.,Yes
a77115e4-c091-4c9d-ba33-4bdc1783374f,25,14,Exploratory,Career for news color.,No
bd166686-f035-4cea-acf0-615239c35e08,33,4,Exploratory,Now authority always manage apply face.,Yes
3287ef22-891a-4a82-9365-3a9b3fd1c88e,47,12,Casual,Hear real news. Few for listen nation.,Yes
f2c812fc-9627-4c4c-8d79-f5dcbc74992a,40,6,Casual,Think magazine become only thank.,Yes
74a752be-e299-4cda-8d5c-67a04fda5843,43,11,Focused,Gas Mr finally debate behavior region.,Yes
0d2ebb8e-af1f-4595-843a-bcf0d5571ef8,12,12,Casual,Contain involve two place picture.,Yes
71ddd1eb-6651-4a63-9fca-9ca603cecd3d,44,10,Casual,Camera yard decide degree.,No
2ff611b6-42cf-4d98-b434-40add5b3e49b,36,18,Exploratory,Surface same million consumer ten.,Yes
cf4b93a0-8222-405d-bf81-ea6311428ca9,48,7,Casual,Late whether program face film field.,Yes
d9c3385d-0bc7-4678-9475-5026619cc4fc,4,7,Exploratory,Skin form activity reality.,Yes
d2bd7f54-603f-44e6-baaf-d44ee4be99b2,5,11,Casual,Describe project within consider.,Yes
05c4989f-bb2a-4668-b99c-dbd68a2d004b,56,4,Casual,Husband allow must answer determine soldier firm.,No
83508184-c5e3-43fd-9313-17a5eaf1a90a,37,1,Focused,Similar across security during rise.,No
a473dd13-b504-4f08-8918-78f699a38236,8,13,Casual,That increase politics section there.,No
a0b501ac-d5a4-44d1-9c3f-2e9207037997,42,18,Casual,World month every seven threat.,Yes
33167513-ae0f-4332-94a5-d584aaee635a,49,9,Exploratory,Nation while serious because concern however law.,No
0e2d418c-08ea-4ccb-bdc2-2b3e431521cf,28,9,Exploratory,Strong cultural will agreement.,No
573eb73e-aad2-4614-bba8-7d26db07d45e,31,9,Focused,Here money writer worry fire attention brother.,No
fc9d9416-c2ca-4db4-91a8-e52359a3dbb4,58,10,Casual,Friend pattern pretty western voice be same.,No
226e2738-f8d3-4dd6-bc62-f3b70666302b,9,2,Exploratory,Tend address public west western.,Yes
0b60c40d-859d-4da9-bae9-483d83dd00f0,54,6,Casual,Stage remember day science.,Yes
3cdf325a-6bca-4d78-9b4a-b3a3ddbb2235,51,15,Focused,Idea president recent school treat interest.,Yes
95ebe295-0b70-4e2f-91e1-cfa7b025b48f,29,3,Exploratory,Network seat city still interesting anyone.,Yes
aea06dca-7570-4011-b1d3-7cbbd76892f1,14,11,Exploratory,Paper order issue education.,No
385f17bb-84a9-46c1-b8a2-621ebf3c7f58,40,6,Focused,Worry skill rock age wrong as vote guess.,Yes
4f32f451-8b30-4e2d-940c-3c38542ef859,41,3,Casual,Any however late already some attorney such.,Yes
dc737dae-381d-4e70-8d46-6d5ee44cc375,22,11,Exploratory,Huge senior investment better yes.,Yes
f9fb21f5-e8ae-461b-b342-054ab72465ef,11,15,Exploratory,Behind sound responsibility physical.,No
72e00c67-d860-4a80-a079-0133924a7394,23,13,Focused,Language worry live home million fly.,No
17203944-2449-41b3-b3b1-59d6b85a3a39,1,10,Focused,Team matter garden out remember ago soldier be.,No
17afb013-4748-4cad-ba2f-f93d8995aa46,46,6,Focused,Service war themselves of. Give factor thank.,Yes
73bcd2e5-9903-4cbb-988e-b134b15543bb,37,15,Casual,Base issue discussion.,Yes
36e5ce85-cd01-4d45-a193-f8934d3d4962,21,18,Casual,Between people white stop minute identify key.,Yes
e659f4bf-710c-4c69-a037-a08a096e8439,26,18,Casual,Move meet better also campaign right.,Yes
840824b3-3e48-4790-ad11-ab39ad6615c6,46,7,Focused,Down step light try consumer.,No
8e35bf1b-2649-4a59-a0d4-4c70e2c6509f,36,15,Exploratory,Should above level and.,Yes
ca647dd8-a707-4590-9c5f-ac8de1b87fdb,54,18,Casual,Word morning maybe quality pull.,No
bd134697-387a-410d-81c4-a41c71c984fd,23,18,Focused,Wonder sure red adult.,No
21e1d905-7253-4d9e-ac28-f27a389f0ae6,57,9,Casual,Full account choose become trade smile.,Yes
f8908bf1-e1c2-49ff-8f62-7b7421c1ca35,1,2,Exploratory,Truth office discuss size foot.,No
1c70018d-2b79-4ed9-91b3-68ed709204cd,54,8,Exploratory,This work operation scene best surface century.,Yes
56e6e840-07cf-45b8-b9b4-fd539fdd4445,55,2,Focused,Sort accept may make.,Yes
76d97d5e-502c-4a3d-8c71-544ab0105d5d,51,11,Exploratory,Hold production hundred clearly on guy together.,Yes
0003cc2b-86cf-4aef-aebc-e15130ad5e7c,40,7,Focused,Like exist indicate up and.,Yes
a297d405-6842-4d37-9ccd-f8b9f13dc18d,15,6,Focused,Speak brother time pretty mind choice.,No
05ea405d-4d30-49c8-854f-3a9c109d251a,21,10,Focused,Dog magazine collection unit art painting.,No
1454e989-d1d9-4325-89b7-2601cdd2e7f2,47,5,Focused,Step right light cup son sea every.,Yes
9a931e9f-7394-4bde-b21e-9ca7e666690d,9,11,Exploratory,Method best trade anyone sit stage glass.,No
ffda1c5d-a514-4f8c-a718-25fdaf13d74d,53,1,Exploratory,Happy election should safe meet ten strong.,No
a5a2be8a-af1e-4f66-99d0-fa712002b07a,9,2,Exploratory,Defense budget bill.,No
1fbebe57-d67a-4bb7-bca4-13c019460615,10,1,Exploratory,Chair reality end mouth any century prepare.,Yes
90cc8e2e-7e75-472f-9d3d-3ffdc3053099,52,19,Focused,Hope memory technology he check.,Yes
1156d2c5-3143-4b66-b0bd-3a12b8f81493,57,2,Focused,Low thus make quality nature.,Yes
bf159c05-12fd-4ca7-8889-ff846b3c646e,53,4,Exploratory,Board claim have with never nation series.,No
d3fb89f5-38fc-4bfd-b1f2-5c69437652fd,26,12,Casual,More next front.,Yes
152dcd5e-d268-4aff-abdf-9c65214df865,41,18,Casual,Beautiful agent difference fill step story.,Yes
af5652e4-6ed1-4ac3-9193-47ad839ebbd9,35,1,Casual,Whose movement always role.,Yes
88f64f78-2fe0-4d5b-8e77-8c34cd29a5b4,52,1,Exploratory,Nation fear both those push real.,Yes
1823540d-d50a-4314-8ccd-a280b78b88f9,25,14,Focused,It perhaps space firm very improve.,Yes
689e6146-563a-4698-812c-9270bb8246c4,26,4,Focused,Wrong pass material smile size.,Yes
c9de1e39-f4f1-433c-833d-a4cdb2f60264,11,5,Casual,Animal question source five stand.,No
9317cf95-b873-4b95-8e6a-752b30f1abb5,38,11,Casual,Trip memory eye others arrive and.,Yes
a945b705-a29d-4dfb-8cf4-6988244f0f6c,2,13,Focused,Compare there event range view whatever modern.,No
9911fafb-94fa-41f4-b6a1-4eefb1944aeb,7,16,Casual,Rise former along attention.,Yes
5b30c320-c8c4-4b21-a15f-77a792815947,18,13,Casual,Moment federal single heart bar good base budget.,No
019a81c7-7a03-4b34-bcfc-93141a8722c4,27,2,Focused,New get power another cup.,No
21a2930c-237a-4c98-b78d-18f1235bdd08,34,16,Casual,Raise kitchen drive lawyer anything.,No
22a7a027-8f70-4e69-b3f0-8762edbc1192,27,6,Casual,Hear job apply sign brother least each.,Yes
f5530871-821d-48ac-9204-406de6da2d24,17,14,Exploratory,Throughout because family yes class old.,Yes
1e137ae4-d33b-43f6-8f96-02eac6de32a2,43,1,Casual,Woman camera little purpose build.,No
61ed20ea-12de-4063-98bc-6210e28fb50f,59,17,Exploratory,Strong word too office need business.,No
99e2d6fb-e75b-4b77-be20-2a34496e0039,44,11,Focused,Any statement series suddenly show glass clear.,Yes
8ca9739e-c950-40f9-a09b-ed9c4e563a03,59,19,Exploratory,Significant natural always question series pull.,Yes
46f268ac-0a71-4c94-ad92-629d11b0174a,51,3,Focused,Surface tree take treatment whom hope.,Yes
9f082213-c20d-48cb-a197-6e527d62d9d3,54,11,Exploratory,Century page simple pay street.,No
39dae891-be14-4956-bef4-0f12482f4378,24,5,Exploratory,Half walk save. Forward lot door occur player.,No
1df3f541-dcb0-4361-985e-98a49139f75b,25,17,Exploratory,Want serve respond.,No
1a2bf6de-5935-457f-bc5c-c755a2eb6184,7,7,Casual,Game force call hear. For hard enter.,No
0e64fd77-a6f4-4fd0-8089-8e98612c7669,52,10,Casual,Old record present community central.,No
faf81dfa-8bc6-44d4-a3dc-104261862ce7,6,11,Casual,Specific debate prove unit own.,Yes
6e36d530-6671-4921-a07f-93783cea53f0,53,3,Casual,Meeting much live than sell tonight war.,No
dff97331-f12c-4281-ba73-58d6a6989b2d,24,10,Casual,Particularly because exist friend.,No
9eb8662b-9dee-4d1e-b971-0489ee3da4e9,33,10,Exploratory,Wrong particularly series anything.,Yes
ac624fb6-db60-4dda-a9d6-0da99ea8180a,49,14,Casual,Chair address woman whether become.,Yes
64f15a98-c1b9-4c6e-8ac3-a51952a9a6b6,29,12,Focused,Edge health most positive life war dream.,Yes
21beca4a-2ae7-4221-92eb-661da990df01,43,15,Exploratory,Idea either task off chair little.,No
2dfdb4a5-9f28-47e9-9b06-7f0fc129310e,22,10,Exploratory,Within study marriage they.,Yes
c2fbdb76-5e8f-44ee-ac91-dd3eabb08cb1,26,10,Focused,Fine form receive follow section.,No
8be7ff58-5f0e-4d9d-95b3-63aa64cb7700,28,19,Casual,Our physical someone business prepare.,Yes
f2fcee6c-1148-4503-8383-75d655abc827,50,1,Focused,Catch ten Republican he pick relationship time.,No
88855e01-8602-4864-a41d-138819c97a20,21,10,Exploratory,Outside challenge image pretty back.,No
e29d007d-f884-4b01-9693-62eaf40a8eda,49,2,Exploratory,Clearly first activity provide cell society.,Yes
0703c989-47fd-451f-ac6e-9e1afa380611,7,17,Exploratory,Maintain cup performance what truth but.,No
69792198-2879-4515-b2c5-01b2d7653f12,17,7,Focused,History another create can until eight.,Yes
eaf34475-26c0-4578-a887-a44e8fef3cc5,20,7,Casual,Nature late each subject outside society last.,No
7bfe2895-5f1f-4533-96e4-62a08d73a5ad,41,9,Exploratory,Tax set ago. Speech ten no stand.,No
3de43d28-1ffd-4ef3-932b-c9097a6f0854,49,2,Casual,Street down tell series suddenly player common.,No
b2e2b012-dd67-4256-9c73-3e09340abdb6,20,14,Exploratory,Decide because mean above inside.,Yes
e776e341-7a4e-462a-9049-a049b225411c,54,17,Casual,Coach pass read.,No
0c090e5d-1562-40a0-a6dc-b1f480843c22,22,1,Focused,So answer drop artist book form under.,Yes
7a3419a0-437a-48cc-931f-49bd9e5b2974,28,9,Exploratory,Use do her hard college.,No
9a54a1aa-0fdc-408b-a262-faa790f6b33d,40,19,Exploratory,Sometimes local garden play.,No
0d8f4f8b-589d-48a5-a438-fee7d71cd789,49,4,Exploratory,Reflect woman since against stop should leg.,Yes
2acfe935-d26e-4c6e-8475-01867bcf70b6,7,8,Focused,Board about option police detail little.,Yes
ef21ab0c-2f0e-4cc7-8e19-cc32b9b263a3,1,13,Focused,Work history week although.,No
68fb6d0f-34ec-435c-bd56-d77ddb4ff92a,32,4,Casual,Shake top same bar onto popular.,No
e9364d93-c613-48f3-884f-e6d67075e91a,13,9,Focused,Point hope laugh throw relate.,No
57da7fcf-f55f-4327-ab25-98feaa0e71b0,30,9,Exploratory,Bad organization easy put expert show building.,No
50b08c9d-c6b6-480b-b43a-d4ec08f9a38e,23,18,Casual,Everyone body behind girl without reflect group.,No
beadc5fa-cafb-4000-9976-c33cd7de0e96,51,12,Focused,Increase kid wrong kitchen.,No
56b27c67-2780-4a78-a3e6-97b832ddf420,59,10,Casual,Push message again foot way from month.,Yes
c2f085cd-f83a-426c-94eb-b74be54d03f8,56,11,Casual,Few reveal phone dark capital visit.,No
23f0fb0f-e0b0-49fe-a247-ede1cf7ac65c,19,7,Casual,Pull Democrat necessary born fall.,Yes
b8758540-38a6-45f8-85be-0fc55a2fd7b6,32,9,Exploratory,The no scene plant wonder couple.,No
7180e6c3-78d6-4076-9459-042df95da965,30,6,Exploratory,No base only. Me board degree draw.,No
1eb590e6-0566-41cb-ba44-9a93990a5982,29,19,Focused,Go religious challenge sign.,Yes
05f4b905-8c39-4f5c-925d-c5e9541fcef1,49,16,Exploratory,Involve wrong police same difference report fly.,No
f1494ff6-2a8a-4113-bf54-63c21a8848ae,45,15,Casual,Wife contain student so form pressure.,No
a0e3235d-ff08-49b7-bd32-d3ac5cb07df9,29,7,Casual,Pull represent pretty second risk chair.,Yes
dce30b7f-1d2b-452e-9326-c1e0d10249d0,30,16,Exploratory,Doctor me same her research hundred.,No
1c897985-20b8-41db-bfd2-9c5004da69dd,16,5,Casual,Nature guy story decade leg.,Yes
0e72e0cf-e628-43f1-9e1c-93ade109c72d,40,16,Exploratory,Hand red a TV. Fact who research.,No
44f28a54-5333-4a9a-8b15-22ba871b71cc,19,1,Casual,Peace run forget right possible lawyer feel.,No
dba0b618-7ef2-4541-9c60-d900163dbc67,18,19,Focused,Woman water central health.,Yes
098d263d-c1a3-4ded-8b3a-2a55d2614df8,1,5,Focused,Medical hold century pretty receive.,Yes
767c5627-8c23-4b6b-a4d2-a80d96e1a984,14,7,Exploratory,Hand treatment behavior.,No
26b94823-3648-4ad9-b5ac-b3fc74883729,51,19,Exploratory,Wonder machine board likely sport.,Yes
7e25020b-ef5a-4e75-8147-417203f31932,47,5,Exploratory,Direction reduce as among picture.,Yes
02450d40-8d37-4b9f-bccc-b82a1799cddd,50,17,Exploratory,Single edge energy home dinner itself.,Yes
15a1b937-b5fd-49cc-b799-8785d86fc432,2,8,Exploratory,Provide all back ask wall likely wish draw.,No
7ccf123c-20d9-486f-8f82-96779fe721cb,54,1,Casual,But by pull over stay region travel.,Yes
cd650474-e7cc-4606-8ad2-c181ffcdf613,28,2,Focused,Student alone son there rule.,Yes
9c0662a5-c8c5-457b-98c2-acde546f79de,49,15,Casual,Point fine mother part be effort modern.,Yes
dd5a3e20-c835-4000-a76b-0254ca1cc25a,50,18,Focused,Girl keep again seven behind dark.,Yes
9adbc9b5-8d64-4421-a128-99f4bc8d4977,30,11,Casual,Professor surface cold sing tell it student.,Yes
206d458c-9ec8-4708-9b41-46a8ef5db4e4,38,10,Casual,With sing population sea billion there.,No
1a38a4a1-75f6-4770-b0e2-820ba52b55cd,51,4,Casual,Daughter newspaper remain either shoulder.,No
31f206c4-d866-447e-bb3b-3602542e210b,4,5,Exploratory,Including notice economy kitchen.,No
d113cb34-2a15-442b-acd5-23cde7a4c173,1,4,Focused,Spring perhaps again next.,No
baad2bfd-366c-43ca-bef1-5794fdef13d4,8,13,Exploratory,Stand culture speech financial.,No
80205d38-8d65-4d5c-b8f7-738bf992960b,29,13,Exploratory,New community size sign.,Yes
9b2d7cd4-3a62-4975-b427-3d0dbdb14b71,55,18,Casual,Poor voice hundred leg road.,Yes
308a33c1-f530-4160-ae2c-5630e645a212,39,2,Focused,East lay back statement if.,No
cf66caa1-5f76-4987-aa72-806bed5a7d51,3,16,Focused,Business art successful else.,Yes
826d5e8e-9afe-4a3b-b63f-1bd9fc4e4c68,32,1,Focused,Attack learn your during. Five way push plan how.,Yes
aef3f9f1-f31b-4803-a7e2-d2911f81111d,10,19,Focused,Role increase population bank above edge one.,Yes
828de06f-a8a5-41da-b9b1-5f859ef97d8b,10,9,Exploratory,Lawyer money eye accept assume.,No
0bcc8e88-f527-4ef2-b7cb-73ece5943041,19,3,Exploratory,Financial take glass thing.,Yes
85e5d186-97ce-4eff-80e5-8b0149f58421,46,7,Focused,Agree feeling capital morning agreement.,Yes
b54775bd-612b-4c4a-aee0-ad4cc900205d,34,10,Exploratory,Always often six. Local consumer seven seat tax.,No
882d129e-dfa8-4f3b-a2ea-1379240c1507,33,1,Focused,International professional focus rest remember.,No
da81b433-3d6f-4fdb-8fdc-aa08e79c2030,23,10,Exploratory,Space person pressure service.,Yes
d36ad9e4-dea2-4a90-92a1-af0250999563,55,9,Casual,Nor store rather.,Yes
ab9fef20-582b-4c8d-9311-83abefb4f9ca,28,15,Casual,White improve break community picture sound nor.,No
e9644659-49b2-4d89-bd63-25e7ac819baf,32,15,Focused,Admit old tree down difficult reveal show.,No
52a4983d-ae0c-46e9-a61b-846e1293464b,50,3,Focused,Deal save voice certainly song very will.,Yes
f3b95379-45b7-4e2e-8dab-71c727596f3d,7,5,Exploratory,Despite response any store pay somebody.,Yes
5cfdea4b-72da-4af3-ae09-3223e9344380,29,9,Focused,Federal reveal economy memory see.,No
965bb103-eec7-4d8f-9ec2-59ae9b9a7378,8,9,Focused,Child while player song tonight better.,Yes
af9d2d38-a2a8-42e5-91b2-0a053acc029b,1,7,Exploratory,Today any too likely. Quickly here serve finish.,No
fcb2ae75-48f4-46f9-ba3f-11444931c025,57,12,Focused,Fund green manager buy. Later order while fund.,No
5ffc1a28-47aa-4945-88f8-bbda38dbc2fd,55,9,Focused,Get for step in move institution.,No
74795d22-9f85-4657-812e-375e6f1cf345,3,6,Casual,Put quickly government product.,Yes
6a211987-1f80-4892-bc01-fd6bf07f960a,24,2,Casual,Hundred seek candidate wide.,Yes
41fe0e0b-9c0c-44ca-aecb-00e832bd2499,23,9,Casual,Pay walk store animal employee development key.,No
f904502e-105d-47b9-b342-2a3bf6442a2e,59,17,Focused,Name able suddenly road list.,No
5a649a27-821a-46a3-8fc9-42317c2deb11,8,1,Exploratory,Prove can sport truth decide. Effect visit no.,No
b660b368-439c-4912-b1d7-7b3cb43c9cd6,54,19,Casual,Meeting for coach pay suggest commercial.,No
044e333e-8fe3-4768-a0f5-e1148365a611,57,6,Focused,Environment radio real sing poor.,Yes
88616ace-be28-47be-8cb5-f6d2e3edfcd3,47,5,Casual,South allow though thousand cause.,No
d098dfa4-2e92-4130-86e7-abfd2a9128c9,37,2,Exploratory,Why relationship attention anything happen.,No
16c0a275-88e4-41f1-8fc8-00e0d61ac5ab,3,9,Exploratory,Cup contain mouth whatever four receive.,No
f74912ab-b07d-4ede-8eb5-6807a1f34290,51,14,Exploratory,Too lose shake bag night.,Yes
98d6fbd7-3def-4a3b-a65d-86dc363f695e,33,4,Exploratory,Rock poor east election.,No
307f1293-e139-4232-b024-40bbfe378637,28,4,Exploratory,Activity range general admit.,No
8bb5eebe-1d3e-433b-af91-7ce059d09503,47,15,Exploratory,Trial almost focus allow two.,No
fb4c7d1c-b9d9-4152-8496-e4a608bca8cc,8,8,Focused,Anything since short somebody.,No
6b48087e-4bea-4ee2-bea5-b519e8cb876e,34,4,Casual,Financial job ground easy scientist.,No
95df4e28-43c9-4cdf-a0f6-90ffcab30ea9,35,16,Exploratory,Chair decide institution evening.,Yes
0ede97d4-4df2-43a5-a727-c5303a9a6237,32,4,Casual,Country himself to there. Charge into movement.,Yes
761f9387-1eab-47c5-8fc6-ca3905713996,24,16,Casual,You security development support ever.,Yes
26b4e122-0589-43b2-bd96-2999a86a42dc,14,12,Focused,Everyone word program feeling because.,No
83d6f224-7334-4be5-b7d7-55245d2575fe,32,16,Exploratory,Study remain camera somebody trial mean.,No
909882a2-7eae-4123-aa1e-a29d7464268a,56,19,Exploratory,Most specific technology art.,Yes
dc65dcf5-f0a7-494d-a9f3-80dab9ff7fc3,46,8,Focused,All action begin activity our maintain whole.,No
9edf394f-d7e6-476e-9c19-abc4f4485416,43,6,Focused,Head allow suddenly billion.,Yes
4eb10ea0-1075-4bf7-9291-ae2171dce506,16,10,Focused,That check cup happen.,No
0e504e22-ecfc-44fc-8e29-9f2796af7b3e,4,5,Focused,Cut money raise short.,Yes
f3afded6-0cb5-4dd7-9447-1ca6dcc631bf,52,18,Focused,Along bag sometimes include. Ground race hit gun.,Yes
5148fe00-7197-425c-a613-de5b6e859185,37,10,Casual,Without wonder road final tend.,No
42354b4e-6d72-4cb2-8e7b-0d124649322b,54,10,Focused,Full born east himself.,No
bdbccec6-499e-46af-8b97-71f1d6438f4c,21,7,Exploratory,Often point run decision full picture.,Yes
5984a761-d3ca-4bcc-8dd5-49a7282f3677,14,18,Exploratory,Two upon reveal my certainly between.,Yes
13c1a2d0-19d8-4139-ae82-87ada231fdc9,31,1,Focused,Recently option collection moment chance friend.,No
7b6d3623-ca2f-4dcd-a430-c6278486f41c,55,7,Focused,Society medical mission teacher.,Yes
a39bc534-dd56-478f-9592-6f844150e8b3,48,1,Focused,Beyond laugh organization heart kid.,No
4d186670-8826-451e-b589-50f02f0518a0,18,15,Focused,War floor own practice so.,Yes
2a22f730-5ccd-48bf-9c7a-fbfe7c586ebf,7,4,Focused,Claim seem occur method the institution.,No
9bc1f4d1-7161-4e33-b494-bd1a86dd22d1,10,10,Exploratory,Movement issue station list.,No
3186c407-2261-49ae-8dd0-97f694351849,7,9,Casual,Seek seven accept window some PM.,No
a08273cc-52a7-4b81-978e-a9ea09c1ca8b,33,2,Focused,Rock perform affect show.,Yes
efa166d6-e459-4e50-a57d-7199917bce2f,23,14,Focused,Reach answer theory also.,No
7c6f4864-4549-4518-bf93-cc48a9b07a33,21,16,Focused,North American environmental.,No
821802ef-c512-4155-8384-1106eb1e1b3e,19,1,Exploratory,Can experience seek. Check collection but author.,No
25850ac9-a356-48f2-b38d-2c7ca2115c47,48,2,Exploratory,More open blue hair. Surface old out him.,Yes
26bddfd9-117b-4299-8ff9-5ae271b93d5d,19,7,Casual,Gas choose thus bank heavy.,No
cb82bac8-c30e-48f3-a81b-a41b1b0f734a,36,10,Casual,Pm major plant.,No
35cb00b3-a7e3-4c6a-8663-04d99602a69a,29,1,Casual,They list white figure.,No
d1a25774-83ae-4d30-a994-99b74b08e02a,18,13,Casual,Read traditional rock conference can fill.,No
330032be-8567-40ce-80f2-1508dbae2212,2,1,Exploratory,Work than admit local.,No
8bc5b2ac-840f-4fc8-ad05-dba7656d8b7e,1,5,Casual,Paper spring art figure mind.,Yes
082c95b2-73d5-41bf-9132-38920150fd22,47,16,Focused,Page truth majority over also our hope enough.,No
e20f7dde-911e-4d42-b921-2e59ed6a4f16,5,15,Exploratory,Admit billion edge car investment lot argue.,No
a19232ad-add6-4649-a4b0-60b7ad12d67d,20,17,Exploratory,My forget hold strategy fill pattern.,Yes
e7578410-b8f2-4e43-82aa-f8447dbc5f9e,11,16,Exploratory,Career call born enjoy reason despite method.,Yes
a4112600-5096-4540-a317-62f086b7d727,42,13,Focused,Learn half factor police opportunity listen rest.,Yes
46d68511-5cb1-4654-95c2-e83f3d4cdbbb,2,11,Exploratory,Level citizen fight including.,Yes
b0215e3c-3910-4bfc-93e2-d7f17121f9d2,3,17,Focused,Vote certain yeah remain wide interesting.,No
81280f46-7771-4ba1-a4d9-9e37bcbdb6d1,23,17,Casual,Dog process population light. Old push race.,Yes
e6dba1d9-c031-46e6-8630-42df36a00797,55,2,Exploratory,Beautiful common plant she.,No
82f876b3-5027-41b9-83cc-97092e9fcf7d,12,13,Focused,Others song course either middle.,Yes
9c2cafdb-b1bb-4a8a-a52f-58111d58bf90,20,14,Exploratory,What every lot sister.,Yes
234b21bf-7ee9-402e-a996-4f21a9c0fa92,5,11,Casual,Like within behind before.,No
41ad8f7b-d2ec-4dc2-aaad-cf14ecf987fb,37,10,Exploratory,Follow here recent large.,Yes
5597f767-7458-4034-99f0-6b5c4c6baa6c,38,3,Casual,Building unit involve throw want.,Yes
a7394230-4442-40c4-8ffa-a0f2537051fb,30,17,Exploratory,That happen these.,No
6b79fc4b-f2b9-4c70-ace2-1c66a8391567,9,15,Focused,Field structure low yeah experience.,Yes
e1516c7b-f826-4843-af20-9d05b85d06c4,34,9,Casual,Ago season wall south. Tree provide program.,Yes
4d6a39a5-2e2e-4c5d-9bda-106102de78b1,53,10,Exploratory,Record current level herself spring.,Yes
a7c9fbef-f9a6-4998-bf7f-021a245dd748,44,8,Casual,Rise conference make report.,No
d9738ed6-af76-4097-ad74-af70d5ccd1aa,35,13,Casual,Official something audience idea newspaper.,No
59f6cc89-46dc-40c1-a977-a78893a0a484,52,18,Focused,Evidence computer I carry.,No
bb166d39-cee9-4bb7-92f8-bee54d703fc1,58,5,Focused,Data develop heavy consider.,No
fe986822-64e4-47dc-b40f-6f3e50ca9510,22,6,Focused,Success back much blood.,No
9b16f44a-43ae-41f9-86a1-17c606b778c0,44,17,Focused,Soon down concern.,Yes
829a879b-243d-47bb-9bb3-b893bd379695,24,11,Casual,Moment land result toward.,No
cb7d5390-c6cd-4a87-8170-d8d27f74821e,17,16,Casual,Movement mean fly so.,Yes
8f80085c-380d-46ed-a15f-9fddafb0bcc8,10,9,Exploratory,Teacher strategy establish almost beat piece.,No
6d4b0e35-4fd1-4af9-af72-c837ea098c54,30,2,Exploratory,Recent moment performance.,Yes
561df21a-4a0e-4b85-abce-68da49890c5d,56,5,Exploratory,Available agree style drug third.,No
27898ee5-14c1-4b66-a3e7-d5389c60f9df,59,1,Focused,Live all attention several.,No
3eddb711-278c-4f14-9edd-efd6e8e0e544,46,4,Casual,Protect argue close. Type director article.,Yes
5da65d3f-91e0-44a4-a295-a7aa5879dfbb,23,4,Casual,Top analysis than effect prove debate.,Yes
ef1cdecb-e3d1-4555-ab34-e08877ad70e3,32,3,Exploratory,You use whom record age eight herself.,Yes
0eb09ac4-ff31-44ea-a233-6aa93a8ed5a4,17,9,Exploratory,Quickly personal tax organization.,Yes
a13f08c2-eb1a-401b-aa3d-589deb5bf47a,50,12,Casual,Wide catch start mission. Evidence try him.,No
354fd64f-338f-45e8-8f05-080abde18969,51,10,Focused,And practice cover smile.,Yes
0fa775f3-e40d-4a2d-aa00-47fe52e3e013,17,2,Exploratory,Argue president model carry mother me this.,Yes
8ef78a64-e297-4d68-ad78-ede6a41840d2,14,11,Exploratory,Blue nature mission which usually.,No
d001235a-72d4-449f-9f2b-faf8de7a5e44,9,10,Casual,State ago though write nice arrive space.,Yes
3424d245-f402-4404-aa05-76e3713a4eb4,40,6,Casual,Ability of agree sea purpose hospital blood.,Yes
8e19948f-6ecd-45b7-86a2-9fdd274e8934,2,18,Exploratory,Side collection call rather list course pattern.,Yes
d70a86b0-e87d-4aa5-bbb3-33b0cd4a0ada,45,2,Exploratory,Whose research year pass now chance speak lose.,No
75ea4a10-6a24-4c23-9e6c-63cb78b05f3d,25,2,Focused,Consumer serve own people.,Yes
