Customer ID,Support Tickets,Response Time (hours),Issue Resolution Time (days),Customer Satisfaction Score (NPS),Churn
cfd2ebac-a951-4e4f-aa35-b96d6c3b6035,4,32,27,8,No
08dce193-823e-441c-8ca3-22c224e38d6e,0,8,4,2,No
7a093f64-a756-403b-8265-916a6a3b2408,9,51,21,5,No
05153191-b97e-4546-8461-8bb43705fc3a,8,49,13,3,Yes
c1b5f82a-3b2a-4fbf-affe-42e5649d67cc,4,63,3,9,No
4dda34e9-2d85-4ea9-b5c4-a750a0e94d8c,1,22,24,7,Yes
b0a02731-3ddc-4b7e-b6c6-65a2162069f9,3,38,16,9,Yes
f40d73f7-d880-45bc-be82-b59a89ae8848,0,33,19,1,No
e93e55fc-30b7-43d3-9d77-99788e62894d,3,14,23,4,Yes
972cf271-7005-4199-9423-059b70dc886e,4,69,22,9,No
0a32d3ed-616b-4946-9f13-9853d6c113a2,1,10,22,3,Yes
044e8a38-2046-4d07-a6bf-323cb8d3bbb7,5,44,17,8,No
b04ee784-8f2b-4cd6-a77e-828f6541c75e,3,25,13,6,Yes
87c83960-bdc2-403a-aa45-46a197b034da,4,52,12,5,Yes
99338c74-8e0a-4192-9f47-844f72629b41,9,51,28,7,Yes
acb42824-3196-4f4f-ad4d-91d5cbfacb77,9,51,28,2,Yes
0a864b60-9c74-41da-a116-67b5b9bf0abb,4,34,8,2,No
3dc4127c-7793-4564-a3d6-b62d8812c43f,3,16,9,2,No
9f1ccd5b-191c-4165-b002-ff22f00bf52a,0,68,20,0,No
122b001d-986d-4a81-a658-2af7ace58863,4,57,15,9,Yes
3f5bda84-50ee-43d5-88ed-cb2967762614,3,53,4,7,No
42a839e1-eba4-4370-bc46-c33e18cb7f6e,5,52,24,7,Yes
2f534b52-cf77-43a9-9948-4f4f5485b49e,6,28,16,6,No
79b8cb19-8d1a-46d9-bd00-d08f7eb423d0,3,48,13,2,No
a434b711-a9cf-4a51-8c0b-b06c0c2e72f0,2,6,6,9,No
3dd26db9-115d-4cb3-89a7-6b5200aeaa9e,0,37,24,6,Yes
196208a5-4b7a-4b60-ab1b-e8e7630ba32d,1,10,23,6,Yes
93a69fb7-ced6-417c-8a50-62d344bb219d,0,61,8,9,No
37dc8110-87d0-479d-8a07-5d075268ab04,8,41,15,6,No
1ac427e3-5251-4edd-b481-6025a8f8872a,3,52,20,3,No
296d2410-91ac-45fb-8227-0f840e41bdc9,6,34,27,4,Yes
5600e256-891c-4aaf-8f28-dc3c54a0dc3e,5,9,27,4,No
72182f33-9640-4662-b742-854b324a472e,0,29,2,3,Yes
a73722fc-059a-4c40-89d2-ad7d63522fcb,1,41,1,0,No
3250c31d-0d7f-495a-a7f1-790b71731af2,3,1,21,1,Yes
d637afc0-3a0f-4a78-93ed-ab64535ec031,5,64,26,9,No
2a9edc38-0967-45fc-a605-9743227c816a,4,12,10,1,No
0b983dd0-da7e-4511-a4fc-d22c49274c9d,2,23,9,4,Yes
4f58569f-a57d-41d6-9b5a-2aec6670b5bf,8,1,8,2,No
0680cb8c-6fbc-4388-894a-b202efc1f985,6,25,14,1,Yes
2b117132-9b14-4d6e-bab7-0f6eadcac881,5,38,23,4,No
7a8aedd7-20e4-4a0a-987a-3d999a8c4efe,4,4,1,1,Yes
40042426-a7f0-49b2-91e8-21bc5fd23df7,7,43,10,9,Yes
751e79b9-69af-4273-ac8e-566173356cb8,7,61,4,2,Yes
46a74383-0b0f-4ceb-8d3f-ac4a19cc6013,9,32,27,8,No
a3eee19d-d11d-4e9a-9c10-e295d123abde,9,28,18,6,No
2b0eab6b-e413-40b6-956c-061d287c0817,9,33,9,8,No
7d1dad17-2fb4-46de-9da5-fc45a50bad81,9,27,26,6,Yes
bd316604-ccb5-4213-9e65-2f5fd9bb0ba4,4,1,11,3,Yes
3e4d424e-48df-4186-ab28-de5117998b3a,0,8,14,9,No
418d0211-106a-45bc-a035-a77fe787255d,2,23,29,9,No
677a06d3-9646-46de-af81-ab839391fa8e,3,32,19,5,No
1d0c751f-3d59-4edf-8561-30e7bce98d21,0,3,29,0,Yes
4d479d0e-d842-4dee-bcf4-6361d2a4f8f5,0,44,9,0,Yes
87bcfe8e-d3b0-4f4f-9cb5-21dcb2e14191,3,54,5,2,No
a40cb702-db4d-411e-8410-8a7cd96cd945,3,6,28,4,Yes
0bcce965-3d49-47df-97bf-01ca455e993a,6,70,18,5,Yes
95b3ddfa-ced8-45ea-92de-625d56acd92c,5,49,26,9,Yes
dd49f11f-e8a3-4f25-ba90-51e3881acfb6,0,59,20,7,No
2a942012-7e2d-44c8-a5b6-09da1020b388,0,57,22,0,Yes
ffe02c4b-11ba-4e0b-b870-4c8ce219e54c,5,61,24,0,Yes
951c14ae-010f-4c8a-98c1-63fb798acbb2,6,56,3,9,No
f99846cd-5665-430f-a885-34eed1880f8d,1,41,25,3,No
bf1b0d26-c509-4650-8e44-9efc751f2187,2,14,4,2,No
87f45d89-52f1-4680-ada4-3a3f4411547c,1,37,26,0,No
19f502cf-cefe-4a50-9d94-ebb089303b43,5,41,15,1,Yes
c20284ed-3adb-49dc-b51c-d8d626a3404f,0,30,29,6,Yes
83137b15-3605-4a35-bf45-5f6abfd1874e,6,42,7,0,No
e7783106-a415-47db-b6e1-58995406e2c2,9,36,3,3,No
40ae7245-1c8f-42ce-9fc7-240c9ea0aadf,1,56,27,6,Yes
fc4a8a4a-3a6e-4d4f-8298-f4e52cd23d17,4,71,12,7,Yes
deaed768-ec00-44cd-899c-c0f0209862fb,0,26,10,2,No
a5dd7a65-c75f-4f97-9076-f94132a7794c,9,14,2,2,No
c6ba3586-9b21-4a6d-9bed-3b2940b6a8cb,9,39,25,5,Yes
2cc073c8-511c-4e30-aee7-2cd72578e7c7,6,60,25,7,Yes
302f829c-6da1-45b8-b222-91f2a1e71ac9,4,28,12,0,No
083ca316-3fcc-4e63-9414-afb00de8f2b7,4,44,6,7,Yes
a168bd51-4a00-446e-a1ac-7eb6186178b0,7,45,4,1,Yes
9116692f-b6df-4fe3-8ae4-203445055c46,7,18,2,9,No
778e00df-3b60-430d-8084-d9eca62dce23,7,30,7,2,No
26834b07-4ce4-4c6d-b061-c568f2fdd0b0,2,70,14,8,Yes
4684cb2f-d527-4a14-b931-2c384b0cfab1,7,70,4,7,No
9ae116a9-54a5-4a6e-9bbb-909e49e9c76e,4,3,3,1,Yes
2b695419-db89-4b4e-aa20-06756d8c33ab,0,7,13,1,No
d2ea0ac4-976e-45ee-af08-1f4fcb62dc5b,3,34,26,0,No
e05ecddb-db6c-44b0-a883-bd950dc7ff62,4,65,27,1,Yes
ddd9f824-a5e9-449c-b3ef-7bc8c59b3632,7,27,29,5,No
2aa4c81f-9440-4c3f-b43f-9149126a5efe,9,54,18,7,No
6463bd0f-78bc-4529-8f9d-dc0b481e5e63,1,43,2,4,No
f71e3c1e-e7a7-47d4-a9c3-f5246d2ece9e,5,24,26,3,Yes
e035b470-6d20-4bae-9a94-abe2f5c3be13,3,62,11,3,No
ab3af31a-6ce4-472b-a8ef-0190096878f4,2,40,7,2,No
32d4cbfb-5f33-4479-978a-a287c669b963,8,30,24,2,Yes
5e8dee29-e942-4a21-bcd9-f241eca83c4f,4,44,26,3,No
4fb3260a-4b5c-4f71-9758-7b9da5aeb435,1,15,4,4,Yes
496700b0-11d1-4c79-98b6-208b5b59fcfe,2,49,28,9,Yes
0a561311-3f35-4460-8185-59c0ce89d23f,8,43,24,7,Yes
5c66db34-b9d8-4a96-97ff-65833032eff1,7,6,14,9,No
cfd6cdf2-2ac1-406b-8b58-909c2c00f7c0,5,50,15,6,Yes
539f304b-f97d-4628-ae44-6e6e4a8426e8,7,46,11,4,No
368d6117-f127-42d7-b162-df6f516a259b,0,40,3,9,Yes
0575401e-f16b-4211-afb2-5c98a9479cdf,1,30,26,3,No
6b4367df-c94f-4593-921e-eb89a96853d1,5,30,23,6,No
babe34f0-b9de-4795-9335-7ba5714ef69a,4,1,8,1,No
663e0979-d2c3-4cde-a233-8ee8d016f6b8,0,29,12,6,Yes
cc7c11f0-c88a-4384-9701-103034a5a241,3,15,26,7,Yes
03765698-88b2-46ae-8a7c-e2d86492703f,7,17,14,0,Yes
88fcd616-2391-4cf7-8b83-40af8d4a87bb,8,8,5,3,Yes
34906de8-4ab5-4675-8f59-fea311d80db1,0,46,26,7,No
2213e05d-0e5c-4787-bfc8-987970510417,1,57,22,6,Yes
cf165c24-c6ed-4a26-95cc-22de904e0789,2,28,14,7,Yes
44a72541-7c8b-4bdc-9170-f5aeca41d0c1,6,31,12,3,Yes
91c32a4b-16f1-48eb-ab48-e9a126710eb7,4,51,3,7,No
550172f2-daca-4f29-a625-9eb460a2f9fb,1,29,13,2,Yes
8fc7181c-33b7-49ec-980a-9c4edc27de19,2,14,20,2,No
1f9f60b0-584a-45b1-bf2e-bd1f0affcd69,7,41,3,0,Yes
f8e584ac-4680-4410-a0b0-b999d64613a8,3,35,1,0,No
f46f14ad-191b-4644-9851-cbb3a35efd2e,9,5,13,0,Yes
56fb57bd-8e2b-43fa-b84f-42115d42f51b,8,64,14,2,Yes
b1fca942-b234-4c13-b105-36fed09128e6,5,56,18,9,No
4a2104e3-41a0-4927-ae51-ae50b7da81e3,7,1,11,4,Yes
0176dee4-4a31-4b2a-a4ec-5259090276f4,9,7,26,9,No
e3c089b8-78cb-4f9a-8f13-6d0fa87e611a,5,12,7,3,No
fd88c45c-4c41-4a28-9aaa-59dd700d3848,1,21,26,2,Yes
49d568ff-447b-4a61-bd44-e1bad8a7573c,9,36,3,5,Yes
c2f03fa2-7f1b-4c60-afa8-e2667dba99eb,7,33,1,2,No
6f85c0dd-551a-4c9c-bd03-30a21d0155e5,6,4,21,3,No
3e83de6d-4cac-405f-b732-c91bab90b76c,3,51,17,5,Yes
0f94f453-08f1-4760-8c83-cd4aa863640d,5,49,12,2,Yes
61320d42-f61a-4fa1-b8d0-9a4f429f7c42,8,39,17,9,No
35d1c1ae-3c17-406e-8285-77550f1298ff,0,71,6,5,No
23fb4006-781f-467d-b164-0328b412e361,8,18,9,1,Yes
10105b3a-7a3e-4c76-8948-a1043a21a02b,9,59,17,9,Yes
23f293d3-d265-41cc-bc30-dcf64d73444d,3,23,7,3,Yes
69c986ea-b375-4684-b7b3-e2b0476df867,0,20,18,5,Yes
33b1e8d5-757f-4daf-bb06-b8ce166ea253,7,31,26,3,No
481cfd8a-5b24-45c7-bcc9-ac3c057685fd,7,67,24,1,Yes
08fd447e-a8aa-450b-a74a-5f4edea1de78,8,53,23,4,Yes
36f014d5-fc3f-47bf-b811-14d7caa9d89c,9,54,27,0,No
21a99094-e5bf-4f33-849a-9c4bbf1d5dfa,0,62,2,8,No
7294c55e-5560-4c40-8358-948bb1f1204e,1,20,27,0,Yes
ab161652-d49f-473c-9cd1-eaaa560519ba,5,25,9,6,No
0b40a958-6daa-4412-83eb-70907b95b4d9,4,51,23,9,No
36452ea2-564b-413b-877f-75b8dba8d398,2,21,18,4,Yes
4bed891e-9e42-4480-b334-7c120696dae2,2,48,15,2,No
0d9f4849-3649-4201-a62d-a7cc27002ef0,8,54,18,2,Yes
c71489e6-cdff-4e6a-a958-621c71daa7ac,0,16,12,0,Yes
3d3d48b6-b5b9-41ab-a9e6-4a732a8c9557,3,60,5,5,Yes
14ba9176-6652-4f34-87f8-b5b8bfff967a,6,12,5,4,Yes
82258d07-6901-45fc-86a9-158400847fc4,4,69,9,9,No
636723c8-0ada-4f86-a4a0-c07e79844bd7,8,56,17,0,Yes
06c32d85-eb3d-41c6-9fa9-e76b3a7c6884,9,44,5,7,No
dffaa324-5639-4613-8c88-5046106fe970,7,38,3,5,No
085962b3-dd2a-4d27-aa57-2b296c61866f,0,22,19,7,No
8c1ce0d2-c1bb-42eb-89c8-27fe496e00d6,7,21,21,0,Yes
845fc403-7cf5-4fbd-850d-50eef64bc55c,9,13,28,3,Yes
27693af9-3cc0-43b0-b8a9-489034d90c70,9,46,2,8,No
c5a13925-8fea-479c-abd4-bae21854f01e,4,59,4,7,Yes
54b6c89b-b29f-41de-bbac-a89ef75b0bd2,5,18,20,5,No
3ee5978c-426b-45b6-8ce9-287f2ca2dd39,0,43,20,4,No
ba073367-060f-4e3f-b061-9d49471c16a2,4,55,18,1,Yes
2abbafbe-17a9-465a-9296-fb667e7409e0,3,71,19,0,Yes
ecbf2fe5-b232-4faf-9864-75fb7033fc7c,8,32,27,9,No
09f4e6be-335f-40e8-af78-16dbe5445dc2,3,16,3,7,Yes
b3825b4b-6c0a-417b-9a0d-78efab147b91,5,40,8,2,No
bfea7539-a5d5-4bad-8fa1-ddfcd7ac4c17,9,41,8,3,No
507068ce-e135-452d-bfdb-9321dd11f78d,2,54,12,7,Yes
ba922272-8654-4668-85ac-e0b482ea1b57,8,34,17,2,No
0fe441c9-6c57-4f76-a126-9b703e61efc2,7,18,20,2,No
0c802016-efc6-484a-bcd2-a546187c4774,8,20,7,6,No
8140f5c4-2ba1-410f-8773-c54fed5b0024,9,9,17,4,Yes
3d02b2b5-0312-4fa4-9dac-db7fb860adde,5,47,2,5,Yes
7134b0e0-8cf9-4580-ada6-0f20070bf8ee,7,61,5,7,No
95768979-6f8b-4bf8-acdb-eac64e520c04,0,11,28,5,Yes
c3c382df-f2ee-4543-b0f5-572e1aa0c21e,0,11,23,0,No
00805346-0b03-4748-b3dc-73035f7b122c,9,28,7,8,No
992063f3-fa32-40d1-b29a-364fbb058c77,3,24,27,7,No
df0dde68-c92f-4045-b9e3-32f26f0e3c99,0,21,25,7,No
14336d77-8236-4ff7-8eb8-927bbad8c153,6,35,19,7,Yes
d6ee75cd-1dee-4401-8183-6ec70557a4f0,3,37,12,9,No
78e8f27c-142a-4173-abe9-ce1aff4ed093,0,11,26,6,No
406bc7e1-fc1a-40e3-b479-665a26591720,0,32,2,9,Yes
e3b0fed0-06ee-449b-82c6-9f015012c191,5,26,1,0,Yes
92645617-792e-4811-8c6e-7eacbc6a311b,5,18,11,6,No
85307cd3-ed26-4537-886c-aa1b7ed20d20,5,20,29,2,Yes
eb166805-4f2d-451d-8b7c-47ae41c811da,8,34,8,3,No
28a26551-5c41-40b2-b947-adf7985064a9,6,54,23,5,No
e10f6bb1-400b-47fa-abab-e1f568565f9a,6,65,14,4,Yes
3255dc79-26da-45d4-815b-1d55e00b47fe,0,14,16,2,Yes
f23bc148-271d-4f21-ad87-4bc2618461ba,7,43,25,5,No
3103b60f-4ac8-4e19-bef6-83e329228140,5,27,2,5,Yes
6957a427-8d69-43a4-bcb6-6bc9fd024a13,4,67,25,9,No
a942349a-642b-43bc-b4ea-2211945e44f9,5,2,26,9,Yes
487c5057-1a00-4e5f-92e2-2ff17246539f,8,63,8,2,Yes
f16c0a17-4451-45b1-b31e-6fe25a29728b,3,51,12,8,No
e1b3b221-dd14-4773-8d9a-3e2514878693,6,49,15,1,No
adb82632-1746-4d54-bdd0-8174e0215544,2,15,20,7,No
dea1db1b-45eb-4932-885e-b6d6a286c0ff,1,1,12,2,Yes
ab95d0ea-38da-443b-b2a1-125ddc5481e8,2,37,14,3,No
e8c92139-09b5-4353-ac44-c92cf1e9ff78,6,10,10,4,Yes
9bd857fa-45ce-43d5-aed1-ed402f53f971,5,21,4,4,Yes
dba1c595-b2e1-4a6e-816c-562cdb20709f,2,35,20,0,Yes
399f671c-9e1f-4134-bf96-c02f074d32fe,3,50,21,3,No
32a37d39-fab6-4ba6-b47b-d2520a26131c,0,34,29,1,No
282c41e0-e520-4f5c-adbe-d2b5d43805ae,6,48,27,7,Yes
60f8c485-b6a3-4a5e-8336-2ebcf730df07,4,54,17,5,Yes
96a152e2-ebaf-42dc-89c5-f49e04424b4e,0,68,21,7,Yes
797c8d89-9ede-4729-b508-7015878fe50d,3,10,9,2,Yes
18954d29-9e50-478f-a606-7f452ee3f36f,3,31,9,7,Yes
a184be8b-d831-4570-aa78-2c3519e56633,6,11,25,7,Yes
08af22a9-75a5-4a3c-bf07-65f4df21814c,5,4,15,8,Yes
33c85c03-5a20-4a1d-be83-b2cad179cd27,9,5,19,0,Yes
234bbb5e-0761-41ce-a65a-e41071dc13c1,9,22,17,3,Yes
77dff124-247f-43f7-b03e-93e8c3267586,3,39,18,8,No
fbc4e67c-a42c-4320-a6bd-6346efdfcd83,4,41,7,0,Yes
75ec550f-a304-48a5-add3-8b6cd292a74a,1,11,16,6,No
ebc2f634-5dee-4f1e-9b35-0f93e4fd2f32,6,58,5,3,Yes
1e4c8090-c2a9-4df8-ad9d-ffb6fbe6b8c4,8,11,26,8,No
1e0e4993-a292-4c68-a9f6-270663209ce5,8,48,18,0,Yes
7a5884b9-5d15-4fb6-bed2-d39e7ee296e5,6,53,7,7,No
4ddf2f64-cc11-44fd-a185-cd0910ef7415,6,57,14,0,No
d19165e2-3e04-46f3-bcae-50652047f01e,7,40,24,5,Yes
b030c151-25c5-458d-b1e7-98dd543bcd92,4,49,18,1,Yes
cf392302-86d8-4185-bb9d-20148092ed27,0,62,8,8,No
9c46fc30-ff8f-4610-8329-15d8bed43cba,9,61,17,5,Yes
56c5670b-7b6a-445d-9499-a2f3b0f786f3,9,52,25,1,No
83bfeefa-bb96-4636-835c-b7869f611202,9,28,25,8,Yes
c0825054-e9c7-4f44-830d-f8cb24e08120,2,66,20,5,No
338b903d-f627-483c-b43f-3d4f1220cb32,2,42,25,7,No
c4f05da0-d7e9-4343-a8fd-f6da3cb91447,2,69,21,4,Yes
c1e74197-2fa7-42f8-9d4a-2fb3f3f6d273,4,35,1,7,Yes
1601fc9d-b18c-498e-8f18-f956b9959202,6,9,14,8,Yes
9588c5c9-963d-476c-b7d1-94b4b54ef7f4,8,7,29,0,No
39c7ee68-38e4-41c7-a4ec-50d80a790e59,3,57,24,2,Yes
7b51bfac-56c3-4767-a542-3a3da027c9cc,7,36,14,7,No
49d5b55e-f0ec-4297-b481-41f0177e6ce5,9,35,13,8,Yes
b6297f3a-035e-4832-9783-1c309685dbbe,5,14,11,3,No
9a0742f4-58e9-46bb-990e-e0d4d9747687,2,32,20,3,No
71e6ed88-d10f-4ff0-a22b-210cb108903e,9,24,6,7,No
44097882-ab7e-4342-8501-f3b679664f9e,4,39,1,0,No
ca402f84-afde-4bc6-a70c-1ac34acb5403,7,34,26,2,No
cf88e4e0-4596-471c-9ce0-f0b3aaa80430,0,39,17,7,Yes
1afe7030-2c8c-4aca-9a25-4a65b347bef9,2,40,25,8,Yes
2e5da463-c622-4763-9aad-c917552cbc07,7,15,14,6,No
3d094f14-0dcb-474b-a689-97108f665e30,6,49,5,0,No
e595f9cf-3576-491d-9496-b31934059aa8,0,60,7,7,No
0d6a49cc-8b1e-447f-b543-170cc0b657ed,3,14,22,9,No
1030a963-8f19-4063-b2ec-a299cf636293,4,15,19,2,No
7484d374-62d3-41a8-9c7d-f37bc35db388,4,12,15,3,Yes
71e99d12-2f4e-495c-821e-9e49b5764444,4,18,10,8,No
bfb7b6f8-e5cb-4d00-a74a-c3174593c881,3,15,6,7,Yes
5ed62189-a3e0-4ac9-a435-75a7b02b98b5,8,6,1,8,Yes
d9ad7799-4729-4245-893a-a3a713f53867,0,61,14,3,No
378cabdd-fabf-49ec-8b9a-4013c62df7fc,6,8,15,7,No
419159b4-093e-4576-8afd-9b5a4805222c,0,50,10,3,Yes
87637f33-2074-4c0d-a884-fc9e0961bedb,2,18,10,0,No
f1293428-3da0-4f39-a8f9-b1cf3010c262,9,67,29,3,Yes
f7ee07a9-b42a-4c67-9336-dcc7299d8229,4,24,21,0,No
a8787c17-3e54-46e6-bdd6-3a4309078778,7,40,15,5,Yes
26b87425-eb1f-4b53-8085-0faa1f81c2d7,6,24,3,1,Yes
d7d75fa8-62de-4994-893c-baf3c5c30c0e,6,56,5,8,No
3fb7bd6b-34ec-4b2e-911b-f648aa9dc0cc,4,45,19,7,No
fdf0ea5f-6ac2-4c69-8aa5-fad745617eca,9,12,14,5,No
600889cf-18ff-4321-9494-36926752ba95,6,39,15,8,Yes
fb0ebf9c-5c8a-40db-8f37-d076ed1420a1,9,29,19,3,No
bd363a4a-b595-430c-aed5-b8efa23d8007,2,1,19,7,Yes
3c257ce5-de22-4b9b-9460-5eea1020857c,3,1,27,2,No
b5113f68-2a7c-4829-b2ba-614d81f37e30,3,37,16,8,No
a351034b-9560-4b3d-8ea0-e11f4d4b9341,1,12,19,4,No
a91c0ac9-1f38-4e52-8cca-3b29edea856b,4,68,21,5,Yes
6cf0aa6a-d19f-4c02-a68b-94c3e40f278b,8,71,23,5,Yes
252da5f9-7f59-4479-9856-2866f620c642,1,48,23,0,No
b359d92e-8191-401a-8cef-a0cea186a5e3,0,40,4,4,Yes
50a7d3f1-0595-41b3-89bb-828a0a46bcdc,9,15,18,8,No
d4120fc8-37f1-4b3e-9320-c5a2bb604c88,7,26,13,7,Yes
c62f1ed5-34cd-4cfd-9362-b092dc8c7f8e,4,55,24,8,No
605caa2a-ec8f-47b0-8dae-5effebe34d30,3,25,7,0,No
ac64429d-5efa-48b1-9c5a-45bcb3a1b4b1,2,42,25,2,No
54faba0e-adce-4718-b1c9-35d4894a3ff0,6,25,16,1,Yes
29dbc7f6-8814-4a0e-b9c3-6210af75c502,6,25,12,6,Yes
568044ad-4a26-4ac9-a2ad-6dae3e657edf,8,25,13,5,Yes
3e4e054f-4f79-4af0-806c-ecf2b2f61c69,3,17,7,1,Yes
b8bb3530-e8a7-4d44-bf29-5d20b3e24c5c,2,21,5,3,No
4dc1cc6b-7367-4b6a-aef5-cfd41618c57c,5,58,9,7,No
c9438791-929a-47c0-b43d-8add6529ebbe,5,16,24,5,Yes
5dc62d45-a4db-4eee-a374-60f21d2b69f7,4,7,20,3,No
765cad6b-bec1-4488-b008-1dcefc05e057,1,5,21,5,No
4150a6eb-7423-41d3-bce9-13df8b79848e,1,25,20,4,No
f37329b3-d6c9-4bf9-9217-dc540d4e28a1,4,8,10,0,Yes
ac5f6b47-8a1d-4332-883a-0707121275f0,2,1,25,4,Yes
0988c043-31a2-4374-88ff-49e4511d1243,2,62,23,7,Yes
125507ff-853a-4b23-a1c8-cedd40afbcc8,9,33,21,2,No
5adb6841-fc5f-4bf3-a12f-b6e0051310da,7,47,14,6,Yes
5dc87a7a-3d5f-4e87-b0b9-d31b798301fe,0,60,1,7,Yes
0814ff6e-87f2-4434-ac50-13cd22f782ca,4,43,22,5,Yes
f4d8e668-b96d-4e55-af5d-e64a46dd3fc7,4,5,15,3,No
2097e449-688a-46d6-bbe0-57e91790a87c,8,22,2,9,Yes
24da2afb-39b3-4dba-a7e2-494d25b47c6b,0,63,15,9,Yes
a8ef962a-d8ad-41a4-b362-84548252aae3,0,2,5,0,Yes
e88c8f0c-fc80-44f6-b2be-fa1bf053cb0b,2,3,9,9,No
b0ea0e4b-21a0-432e-8118-666c2542f343,5,1,27,0,No
10a16fa5-b48a-442a-a391-4fd4b3ec44aa,8,11,26,8,No
69e74f43-0e6d-47e0-9da9-e5a942608201,9,69,28,6,Yes
7817d2cc-f9c8-4b58-bc7e-5bcc7df7f8ed,6,17,28,0,No
5dbb27ca-15c1-4633-ae98-b353b5e625b1,9,1,9,7,Yes
144efe18-88c5-4b23-a244-fb53fa684169,8,33,25,1,Yes
54e9db12-825b-4d7f-81b5-d87a9da67dc5,1,46,18,4,Yes
6769f659-1bd6-41f3-b94f-87e5c48e13e6,4,30,4,5,No
e02d62a3-baff-466e-b5f9-dbc1dc602b00,0,52,9,9,No
1cac1c13-bb27-4360-b51f-b2beb4a4611e,7,9,27,6,No
19742ede-9c9f-45b3-98f3-517de4473822,2,3,11,6,Yes
17dbbd1f-109c-4f34-b27c-dbe6664251e3,6,48,13,0,No
f652a837-6e87-441b-93a1-5bf14d23af63,0,26,23,4,Yes
b42eea0e-1bea-4bfe-821b-462d8266dea3,5,53,14,7,Yes
f1652361-3f7a-46d7-9ce3-74a9ff426ce9,8,12,15,4,No
6b81706c-5ba2-44f2-907f-c3b39c261b94,4,66,21,3,Yes
64ec123b-4748-4b2a-8f9f-f8ad8e81a8c3,6,65,18,7,Yes
463817dd-6e2e-475e-a389-e950323a465a,6,23,9,3,Yes
562099da-ef8f-46c9-a5a2-23654e49b8ed,7,6,2,3,No
0bcddc18-92cd-4678-8e15-fbca7c9d45d2,4,43,23,8,Yes
e7e563e3-d431-47d4-b27c-18fd3c1e4fcf,3,59,26,2,Yes
c1ad68c7-fd09-43bc-8a74-b8082f4fe72b,0,61,14,8,Yes
b7fee83d-beff-4518-9d92-52f450f774cc,7,42,11,6,Yes
e3285762-7a9b-4ea1-8d9a-dc8258eb40e7,5,65,25,9,Yes
6d35c32b-c960-4825-8187-0026360a80f4,0,24,20,4,Yes
2a817588-095c-45d3-a2c8-d683e7278ac7,4,35,27,0,No
106e2af0-9db1-4828-9304-a4272f300017,9,25,25,3,No
b181b775-7b69-497f-8123-d2d4aef5109f,1,15,28,5,No
d98e0560-fc2b-49e7-aa68-1fea3482e47e,5,27,24,0,No
79cc3aac-6341-423a-b398-2815ce0e148e,0,15,7,4,Yes
7e2183a1-acbf-4c20-b3d3-59970718bd22,3,16,14,8,No
66cc788c-2c0b-41fd-a96f-5b14ee764544,2,62,28,5,Yes
78a02ecd-6fcb-4ab1-9b7b-257ea61a4db1,5,56,29,3,No
5bd6a01e-581f-4d66-94c9-712625320f54,6,22,8,9,No
9aff75c6-36bb-4cd7-9ea0-eed3e1034740,4,65,20,6,Yes
7660d4e7-4ecf-4471-bd7a-0341886c4067,7,17,7,3,Yes
56a9137e-56d4-4f96-af12-c8fa1237aa9d,2,59,19,2,Yes
7e6200c6-f1fe-4f06-b337-8f76db8aa745,2,11,5,2,No
46da8b1b-deab-4368-8111-0eb3fb0e0cbb,1,2,18,8,No
e9c4d6c1-ebe0-4921-9cf4-37fd6fe9020b,8,58,8,7,No
20fd921f-d1b9-4533-b28c-f4e634e18d51,3,70,18,4,Yes
7ea98840-09ff-4b97-8efe-c37b7c87ce0b,1,12,7,2,Yes
8648488a-7d19-4e8e-b09b-00afd00ed47f,6,55,24,9,Yes
1fd3635a-15a8-45a6-9de7-5ef47b3ab74d,7,3,28,7,Yes
e66daf0d-4073-47d5-bc84-154bbf01082d,2,66,22,3,Yes
5cbeb696-aba5-40e5-a881-53d103245089,8,66,20,2,Yes
e1c7a555-f22d-403c-a133-6f6c2aae440d,3,1,27,4,Yes
7a61fb0c-6bcd-4b6b-a07b-6afd6b929f04,6,65,20,8,Yes
19eb71e3-f291-4562-a0f8-7a885ff8434d,8,31,6,5,Yes
b0087495-ca62-4802-8db7-a36f6e5b3590,6,18,8,6,No
27fffb98-8be0-409f-a1c9-aff962204a26,4,46,25,9,Yes
fc49238d-3476-4410-a415-8156e14f76eb,9,26,15,5,No
2bbb1390-7494-409c-a07d-3513a89f80ba,0,24,22,2,Yes
f70cdbb2-f806-4dbd-90fd-2cef40d0e64c,1,41,3,2,No
6249e6ad-2a7b-4594-9bea-6c23bd021086,6,30,10,1,No
85f4f339-524e-408e-a622-cb186165ec8b,4,8,13,9,Yes
280833b3-36e6-4459-9fbe-c4eaf1db14b8,8,68,28,0,Yes
8a5bba11-1088-47e4-ba8d-e30e26e36169,2,46,20,8,Yes
b2def3a4-ffa8-4c1a-a449-bf83bf9067b1,8,60,29,1,Yes
b34c2e5a-180a-4fb0-b361-37afa32774ac,9,46,5,3,Yes
4f267aa4-bbec-4a4e-9145-b771c56f7de5,5,1,3,2,No
f69672f9-bd99-4d5f-94ea-dd4bab9da96a,9,62,27,3,Yes
6c374f1f-2c46-4b3f-b5c5-d5b8c860f624,9,46,5,3,Yes
4220dbe6-8302-4283-8de1-db5ec2769be1,2,19,29,9,No
2a556361-24a7-4765-87aa-e22197727341,0,3,24,4,Yes
ffba5cd2-9620-499c-b1ca-d01d1b323eaf,9,58,28,0,No
