Customer ID,Churn Status,Date of Churn,Reason for Churn,Churn
79597331-91dc-4cd9-8c95-3eedb7145c38,0,2024-05-20,Unknown,No
ad93f108-dd49-42bd-bd06-456c399081a8,1,2024-08-01,Product,No
7b06e349-671c-4d90-be6b-b57971c1376a,1,2024-07-15,Price,Yes
b99d82ed-2143-475d-9d85-8d4ae4d52651,1,2024-07-03,Product,No
202547b5-0bbc-4094-9029-f39cf2bea59d,0,2025-01-04,Product,No
c3f061d1-f285-4781-92bb-7cd1f0873a93,0,2024-12-12,Unknown,Yes
621131db-d5d0-4272-b888-fd2fa84be35f,0,2024-12-01,Service,Yes
019ad969-8208-4ea1-b7a3-d8b8bbf92745,0,2024-10-03,Price,Yes
41f848fa-43f0-41bd-b483-46dd1fc98557,0,2024-07-05,Price,Yes
b78d2e34-3244-4b56-a699-8a4516539a74,0,2024-07-06,Product,No
8a2c3556-0b35-41a0-befe-c297f67b0633,0,2025-01-19,Unknown,No
b1c9dfbb-a03e-4458-994e-597037088e39,0,2025-02-25,Service,Yes
6e4d5a78-25fa-465a-902e-7f48351c2643,0,2024-12-30,Product,Yes
22c474c8-47d0-48f0-b5eb-964d9e86222c,0,2025-02-21,Product,Yes
38261b6d-6d9e-49e4-9916-dd3e433ccfc2,0,2025-01-16,Unknown,No
205a813d-74c6-49f0-a830-50ab7d562e93,0,2024-05-16,Price,No
15bac7c7-7262-427d-974d-49316fe6b611,0,2024-07-03,Product,Yes
6fc74fd4-4478-496e-968b-2a377fe45b36,0,2024-08-21,Service,No
6fca960a-6d9c-4e69-90b4-bbb7d27f95a5,1,2024-04-09,Product,Yes
b2a73b0c-b88a-4a75-b3d5-57085b01fc2c,0,2024-06-12,Unknown,Yes
2845f5d0-33ae-4760-ad6a-c82d1ad3e97b,0,2024-04-02,Unknown,Yes
5fdb6cd1-da0d-409e-ad5b-a41a691ce5d8,0,2024-07-10,Product,Yes
982202eb-2113-4859-a3ca-e68fc8435678,0,2025-02-16,Price,Yes
857c0e11-3b03-4b75-bca7-1580a28f9f2b,1,2024-09-05,Product,No
48e03c97-d2e6-480f-ac40-a5d7a556d588,0,2024-06-02,Unknown,No
d5b12be5-a0f8-49f8-bd2b-e5813551e855,0,2024-08-11,Price,Yes
71a60dd5-7f72-48f8-8ed7-e2d97bfaa97f,0,2024-05-14,Price,Yes
cf647bd3-d9bf-44c3-92c5-c185e9e335aa,0,2025-02-10,Product,No
948aed68-4d42-4ec8-9268-b1f7b18643a1,0,2024-07-20,Service,No
b67c038c-242e-4e58-bc8a-1277f3b4b176,0,2024-09-20,Unknown,Yes
d5fe8c58-c848-46b5-a950-b1bb4937f1b6,1,2024-04-22,Product,No
1b7d3c5f-d5b7-4794-ac41-321386d504ab,0,2024-07-10,Unknown,Yes
1a746205-1a9b-4408-90e6-317ab6694117,0,2024-07-12,Unknown,No
a654c612-a10b-4e3e-9068-5172cd01f060,1,2024-11-02,Price,Yes
348b3ae1-fbdf-480d-ab5e-652ba98af004,0,2024-05-23,Service,Yes
24d2e374-2ced-4287-9fe4-0e2c8882b1f7,1,2024-04-24,Service,No
accd2cd1-2b5c-46d2-9b26-fabf3cd869b7,1,2024-11-04,Service,Yes
c737ddaf-1c8f-45fe-bf95-95ad238fa571,0,2024-02-26,Product,Yes
2c570c4e-2a39-4805-b44b-9d5960ebc6a6,1,2024-07-10,Product,No
68dae1f6-dff4-4c7a-a202-668b6c02efe4,1,2024-08-10,Service,Yes
80a3a269-96e6-4dbe-b780-69cdb1a4c9e9,0,2024-12-13,Unknown,No
c330ee29-c097-47e1-b79b-ae6a32d3ce9a,0,2024-03-17,Price,Yes
efe03278-c428-4253-a202-348ca42649ab,0,2025-01-03,Unknown,No
9f233f92-52b4-4898-9dce-1dc3d5c4133a,0,2024-07-15,Product,Yes
5f97dbf1-c416-49ec-aef6-12d39331d7cd,1,2024-11-03,Unknown,No
901c4f91-e16f-4d76-9b5f-2a7e08bdf89b,0,2024-11-21,Price,Yes
19a34b6e-10e0-40c8-bce9-5077904dedd2,0,2024-07-30,Unknown,Yes
15d6ece1-b8cf-4536-af8c-c2ec9d607a70,0,2024-09-18,Service,No
9f93286b-739d-4b6c-bc27-0dfc21827d7f,1,2024-10-18,Service,Yes
ab5991c0-cfa8-4264-8a93-7ea6b6cfea5b,1,2024-06-25,Service,Yes
8afc0d33-15f9-4cf1-9958-e5b1d1d80159,0,2024-03-10,Price,Yes
5bba532a-30a7-45f5-8ea3-9e11b5bc2655,0,2024-03-07,Price,No
e91f13f6-66ed-4dfc-8fb8-94312fbecc7a,0,2024-04-14,Unknown,Yes
4a7ca5ab-252e-478f-b987-af1009908ffe,1,2024-06-23,Price,No
d481b587-9926-4bdc-97bd-49d791018d40,0,2024-05-24,Product,Yes
a7d684d6-b262-4a67-acd9-fb8b76db46bc,0,2025-02-18,Unknown,No
3f93546b-01a5-4adb-a8f7-9a8a1fcc4459,0,2024-10-05,Product,Yes
aa2459cd-dbf3-4fc4-8649-560982ea2b01,0,2025-02-06,Unknown,No
67407e9a-6059-4ade-92d0-87f434e234ed,0,2024-05-19,Price,No
8ab60e0d-e3c2-4b07-890b-4514518b8d81,0,2024-08-24,Price,No
e2204436-f31d-4110-92cd-150ae9ab620c,1,2024-09-05,Price,Yes
75388a44-e739-4434-af14-25fca841dbc5,1,2024-08-28,Unknown,Yes
386e765c-e28b-4f7e-9041-fad0c999daba,0,2024-09-08,Service,No
7bb2e7c7-1c6c-48f8-b832-c30ae4bc3f31,1,2024-07-04,Product,Yes
f2b6d2bf-f1bb-4ba9-a26e-34ae8de15c1c,1,2024-07-17,Unknown,Yes
4481bba9-9790-4aee-b75f-add476715baf,0,2024-06-30,Unknown,Yes
e1f925fa-f322-4b1e-a0b9-b65810d84035,0,2024-10-22,Product,Yes
3c5aafdd-aef1-4a3c-84de-c037bb65f7e8,0,2024-09-06,Service,No
a8fcb4bd-7bf3-4509-bff7-1ccf9e5dc301,0,2024-04-11,Unknown,Yes
d9050770-4b76-47f9-9f50-7bcfa5d483ac,0,2024-12-04,Price,No
bfe84ad7-c204-4413-9ae1-be55a128a23e,0,2024-08-24,Product,No
c74eb818-07e0-4346-9f74-7d6105e4697f,0,2024-09-22,Service,No
044a20a5-8703-4da7-9404-439b36ab648d,1,2024-05-03,Unknown,No
24ab6794-ef43-45db-9b85-8f1e34c04f3f,1,2024-04-29,Price,Yes
aa3ca7e1-30bb-4185-a885-0784f62e8393,1,2025-02-05,Service,No
fff0f71d-682f-4899-b16c-58cb72a688d9,1,2024-08-07,Product,No
2e1ba83a-f288-45d8-8947-c6f66b962b05,0,2024-05-25,Service,No
d30b234b-f70d-4e0e-b02e-30f4f3f68d39,0,2025-01-10,Unknown,Yes
712e0213-1320-4d30-acc7-4d557060cbe3,1,2024-10-05,Price,No
c1c43f25-9458-4226-8e81-21239a5cf198,1,2024-09-20,Product,No
baa4ba22-fbe2-4eae-a076-c0b2170e0dee,0,2024-11-06,Product,Yes
8355f48c-da9a-4388-afd6-9321b6c44cd0,0,2024-07-11,Unknown,Yes
b726974e-c572-4391-8613-4c616ede7704,0,2024-07-17,Product,Yes
d7461072-f4d0-43ca-b964-67ff5151ddf0,0,2025-01-09,Unknown,No
4dc14886-1320-4910-8020-1243246f4e2c,0,2024-11-25,Product,No
5b393ec3-7475-4d5f-9ab7-833a9986eab0,0,2024-12-07,Service,No
cac5c1c4-b13c-42e0-b1eb-36dfc83bac6f,1,2024-08-14,Service,Yes
a2c8dd45-c0fb-4220-95bd-44bb016530af,0,2024-10-29,Product,No
656e959a-f0bd-456a-8f09-9d313098158c,0,2024-09-19,Product,Yes
38274927-8ca0-424b-98ac-79c5682763e3,1,2025-02-21,Service,Yes
62b4ef51-8966-4d61-b5c6-c1c51aed7582,0,2024-03-02,Price,No
5cad4b7c-9549-483b-b29c-1f5b5265b534,0,2024-08-10,Product,No
cc3e14ad-cf24-4b3c-8f7a-f016f9d6703c,0,2024-05-15,Product,Yes
1540358f-b756-4a76-9e43-a8b012e46dad,1,2025-01-19,Price,Yes
a3399eac-98f8-46a5-8487-0db61af7c4e9,0,2024-06-22,Product,No
1bff6e28-e3b7-4be2-b575-f48e72e26f78,0,2024-12-14,Service,Yes
b4a4b203-e555-4589-93f9-c35ea906f9ad,0,2025-01-08,Price,Yes
dd07a0f1-dc29-4ed2-9e87-cf71898b5344,0,2024-11-28,Product,Yes
4b4c69b9-e9d2-4cd0-a4b7-d2a7408bd65b,1,2024-11-27,Price,No
d5066c6b-1780-4ab2-bcc2-ba595e469800,0,2024-08-17,Service,No
350275cd-3c23-489e-a4e2-9c03cc98b934,0,2024-10-08,Price,No
75a8137a-d6b8-4240-a63b-e32180d91d95,0,2024-05-26,Price,Yes
e7d6bd1a-4544-497e-9065-41930a28bd66,0,2024-08-14,Service,No
81083138-2d17-4d1a-a21e-efefe21ec7ec,0,2024-03-31,Product,No
9d254852-8d6d-4c57-9307-0b362dd5ce84,0,2024-10-25,Price,No
59eecd91-33c3-4304-a16d-530869893e17,0,2024-08-13,Service,Yes
e6b02d6b-f317-413b-8b66-eeaa6d88cc4c,0,2024-06-18,Price,Yes
50a9c09b-9737-4166-a0c8-d40682884063,0,2024-10-11,Unknown,No
85b084e1-44be-4196-aa8d-1819f6a50b2d,0,2024-09-25,Service,Yes
1038085d-804a-4f87-a833-e7d8f4e3083e,1,2025-01-02,Unknown,Yes
49cdf9c0-f918-4ec4-8858-935a392f5c91,0,2024-06-01,Unknown,Yes
2801223d-57d4-4cc9-a94c-5a117b8b96c4,1,2024-03-02,Service,Yes
9e042d80-9edb-4cf1-bb85-cdda8dc0329e,0,2025-01-08,Service,No
7556e3f5-e796-4305-a3da-1c6811f6780e,1,2024-12-08,Unknown,Yes
be0f9f34-395c-41ca-b2ec-46c3416262d6,0,2024-08-06,Unknown,No
26e25dea-72b3-4f25-8114-827ccf2d545b,0,2024-12-23,Price,Yes
a049f540-29a7-408e-90d0-3cd39736a096,0,2024-12-11,Unknown,Yes
227418d3-fac1-4094-9ab1-ac43858e190e,0,2024-03-04,Price,No
f9e23479-b815-406f-b58b-94e0863dc195,0,2024-03-22,Service,Yes
820f0bd8-ce32-48b4-b9ab-e007ef38852f,1,2024-12-01,Unknown,Yes
28d150e9-a03a-49ec-ab2e-ca1a8054ef42,1,2024-07-09,Service,No
37cac017-cfff-4391-8e89-db380939abeb,0,2024-09-24,Product,No
336678f0-b331-433d-a507-7894205a2dad,0,2024-03-24,Service,Yes
d1e57792-bed8-4017-97c4-cb75c03571f1,0,2024-07-04,Price,Yes
fc9e502d-ae5b-43d9-b3a8-8b4fad740841,0,2024-08-20,Price,No
ec9e0e41-7af2-4606-b328-7de632eb328f,0,2024-12-11,Unknown,Yes
df432c4b-6149-4e6e-ab56-0decdee1a203,0,2025-01-31,Product,No
c09e980a-d1df-445f-afc9-b8dde388fdfb,1,2024-12-16,Product,Yes
8e595284-36e9-4083-b7de-54c7b65a37be,0,2024-06-03,Price,Yes
ff0cdd39-b7b0-47ff-a940-bfac2f9028d9,0,2024-08-08,Service,Yes
5b6a1dd6-3a6c-48b4-93c4-2fb42d67629e,1,2024-10-09,Unknown,Yes
93809c68-e6b9-4fc5-b4c8-3be9aa51db17,0,2024-12-07,Service,Yes
662750ef-4a16-4ecc-9601-795b92920514,1,2024-07-04,Unknown,No
461e1c74-4c91-4a71-99ea-0f56222d8f70,1,2024-04-19,Price,Yes
cda30315-698e-4e16-83a0-65405ef5dd5b,0,2024-12-14,Unknown,No
f60b589e-3423-49a0-ba95-093a994c794c,0,2025-02-07,Price,No
cbf542c8-5e02-4358-9d6e-a555290af89b,1,2025-01-30,Service,Yes
a7c86e2a-6756-4da0-a8be-c3907e4cf1ec,1,2024-05-25,Service,Yes
97d7b43d-7634-4c98-b0f8-54559c83ebd0,0,2024-12-24,Unknown,No
bac2b973-961b-4c09-ba96-c8142873023a,1,2024-09-24,Price,Yes
fedfab85-2904-456e-b91d-8ce8726b8dd1,1,2024-10-19,Service,No
a9c04032-997d-4e5e-b992-acd73c981860,0,2024-07-02,Price,Yes
0a941e02-44c3-483c-8e8d-158f23c5cc6a,0,2024-11-14,Unknown,No
b4b52d6f-8ec5-4161-bf92-f21283ab828a,1,2024-11-19,Service,Yes
6121a2c0-d9f7-4ac4-95c9-c8553d275c59,1,2024-12-18,Unknown,Yes
a928788e-36b4-44cd-939f-c124483270d2,1,2024-09-17,Product,Yes
1cd9278b-e1b4-451e-8ac5-178289d07e32,1,2025-01-01,Service,No
82208d0a-677f-408a-89e8-340f38752d9c,0,2024-04-22,Unknown,Yes
68daa8ce-ac53-41c0-9976-15befbb98236,0,2024-12-08,Unknown,Yes
07386a56-d87b-46ac-8102-a39e4c73e924,1,2024-08-30,Product,Yes
d8592362-38ac-4e15-933a-26b7c5b2375d,0,2024-06-16,Product,Yes
84f46245-6c8a-42f5-a4a0-7172a4d560b8,0,2024-07-23,Price,Yes
c770f264-d99c-4baf-9d9b-e7129f38b8f5,0,2024-06-24,Unknown,Yes
d45c0c8f-301e-4bbe-9754-60866774126c,0,2024-12-17,Product,Yes
e3cfa14f-47f8-45ac-bd64-c3948f580576,1,2024-06-19,Price,No
23f1e2d3-4073-4dae-bac2-fb85b09a259d,0,2024-04-22,Unknown,No
a84396e4-3276-4f8d-aa8a-556e67b26a61,0,2024-03-24,Service,No
c67fdd31-81ef-4989-9b69-27328bea8397,0,2024-05-08,Price,Yes
4441784e-e3a1-483c-92d4-e1f9f2c433af,0,2024-12-06,Service,Yes
45383b75-6042-4a3a-89f1-91dcddddbf28,0,2024-10-08,Unknown,Yes
fafd81de-f035-47a9-9a2a-6061b6d891dc,1,2024-09-30,Price,No
ad904fbe-d9dc-48ba-b882-09f5069dafaf,1,2024-12-16,Service,No
921a3bb5-0ab9-482b-9bdd-ce4976979b79,0,2025-02-20,Product,Yes
73f26166-d296-4d25-a951-707ba80378db,0,2024-04-27,Service,Yes
ea816e9d-5be9-4a40-88d7-de7e28a9dbe9,0,2024-03-30,Service,No
6175f9cd-e31b-4960-8062-4fcb8189abe9,0,2024-09-29,Price,No
d9e7799e-ab03-483d-935e-aefd70fef77f,0,2024-12-04,Price,Yes
31910589-9aae-41f5-abd8-019f7aa235fc,0,2024-07-10,Unknown,No
f2226ee0-19c8-4333-a09a-6f88779928c5,0,2024-08-28,Product,No
854353e5-76ff-408b-9a28-204f6a108cad,0,2025-01-10,Product,No
58380de3-80cc-4d21-88b1-514d32b7314e,0,2024-10-28,Unknown,No
e5dba55b-a447-40ba-be00-ff749518aee4,0,2024-05-31,Price,Yes
8a2a413f-e9af-472d-8a21-67336847e390,0,2024-09-29,Product,No
28c27b09-d22b-4a8a-8aad-b87410ad0b0f,0,2024-07-03,Service,No
edb61701-4590-4e9f-a24e-55b0abb5ab4f,1,2024-09-21,Price,No
d6822d66-d510-4dd7-8e22-9f4013567de9,1,2024-09-28,Product,Yes
651a3957-203f-4cf4-9690-8ed0a3fbf2e8,0,2024-03-18,Unknown,Yes
d417e3dd-1268-4f5d-ad8e-c1864f2865bd,0,2024-06-20,Service,No
371246f2-2d33-4c18-ae74-cbf4af5c7c7a,0,2024-10-10,Product,No
43013a12-0293-42aa-903d-2c6458693792,0,2024-12-01,Product,No
5ff4a621-bff6-4281-a9e3-9b4ba2af888c,0,2024-12-26,Price,No
5d01e7bc-faf3-4bfb-927e-35b39d70a015,0,2024-06-12,Product,No
3f71bc47-1867-43e8-8575-d63c826d0548,0,2024-11-28,Service,Yes
dbe1b401-79a3-4176-b388-47c1b19e718d,0,2024-10-23,Unknown,No
4251ddf8-aebe-426e-bd67-a0f455ccb5aa,1,2024-11-25,Product,No
efd7b5f5-73ae-4b79-bd9d-d87e8e0c1159,0,2024-03-09,Unknown,No
2edf6036-159f-4787-ad4a-0f9b1dab96a1,0,2024-07-21,Price,Yes
2b5e4c52-2079-4b1b-861b-3295c0293247,0,2025-01-31,Price,Yes
c222b8a8-8496-4fe1-96aa-365fcf634f62,0,2024-05-07,Unknown,Yes
978c03e2-c95e-4d32-830e-0ab4a1b2db4a,1,2025-02-11,Price,Yes
2679df53-6cb3-4dfe-abb2-ac440175b6c6,0,2024-04-05,Service,Yes
e78780b7-5e70-42c1-aa58-b274ea752e9f,0,2024-08-05,Unknown,No
80136094-0915-4c28-9531-93ef536e85b6,0,2024-05-13,Service,No
6229e9f2-c003-4bcd-80e8-60ccbb11a4a7,0,2024-08-25,Unknown,No
94947fee-cf3f-437a-b512-78b4456b1800,1,2024-05-22,Product,No
673ed660-eca7-4248-b5ad-387df53372e2,0,2025-01-17,Unknown,Yes
5264b80c-c8bc-41c5-bd2c-7e4e80c8189c,0,2024-12-04,Price,Yes
5ff4cd23-e8cb-4d7b-9451-5590a3d6efd5,0,2024-11-24,Unknown,No
9d77c023-c195-4bae-b8d2-6690328f4c5f,0,2024-05-21,Price,Yes
8e8ccd4a-f75c-4c94-a5ae-3b3df64bffaf,0,2024-10-25,Price,No
f17ebf15-375e-4bd6-85d3-2ad9b72a8d0b,0,2024-09-18,Unknown,Yes
7e0ec9fd-8140-4a93-95d9-621955cc7640,1,2024-12-24,Product,No
2372320e-aabd-4a21-ace0-64209f77e9b1,0,2024-10-05,Unknown,No
2feea27c-922a-40b4-bdf7-a3858c601b6c,0,2024-04-10,Product,Yes
1c5e203b-4795-4f29-bec1-ede02056ba5a,0,2024-04-20,Price,No
1bc68f9e-4619-4b75-9471-b3c6b5726577,1,2024-03-15,Unknown,No
46bd8bca-17ea-4ded-b4ec-d88ee9604cfc,0,2024-10-17,Product,No
d6975aa2-61b2-4bb3-8f70-820c7a726330,0,2024-04-23,Product,No
2daeb61d-b042-42b9-88ad-e81f7e3141f9,1,2024-05-28,Price,Yes
fc417568-a1f4-4816-8f88-604878738fd9,0,2024-04-14,Service,Yes
94e7ee9c-2c55-4b1e-ba95-37df930326c6,0,2024-03-20,Product,No
4f14532b-b441-4fb4-b783-ea444c8affb8,0,2024-08-16,Unknown,No
00213a98-605c-4b76-9af7-7ad6dfe3d21f,1,2024-06-26,Product,No
f43cd5c8-8a40-46c6-bd11-acc88e454e19,0,2024-09-05,Product,Yes
df5c79b1-2a10-4046-bcfb-cfa8d0bef12e,1,2025-02-25,Product,Yes
4c44fbb4-9ba8-41e4-8c32-aaaa00842b46,0,2024-12-21,Product,No
a87aee97-fa47-4775-8924-5e017824947c,1,2024-04-24,Product,Yes
e25e57f1-2509-4d26-adcf-3aaa2ab65f1a,0,2025-01-09,Service,Yes
40849072-0bf3-4e8c-ad9b-4e0cb33f0933,0,2025-01-10,Unknown,Yes
cfe08791-d721-4eae-aee5-460d8ca839de,0,2025-02-04,Product,Yes
13dd5aed-2ac8-41e8-9aa2-d50b1e66bba5,1,2024-04-05,Service,No
0ba58ba3-2a54-4ee5-98cc-d0c540882ca8,0,2024-05-01,Product,No
71f5a2ac-8a25-4992-9ac0-943481ce6052,0,2024-07-05,Service,No
ecc1c7af-be9d-45ac-9a63-fca54c165ce6,1,2024-10-06,Service,Yes
62756c92-1f22-44ad-86d0-0e50db7825e7,1,2024-11-20,Price,No
4f3c0895-0f2b-4033-a755-da4f7beb8ed0,0,2024-05-03,Service,Yes
fc163765-77be-448c-ba1e-10339f53e427,1,2024-06-10,Product,No
33865a10-105d-4bdf-8041-a9ddccbbbd58,0,2024-12-29,Service,No
f366c59f-738c-489c-ba05-f0d988f1204c,0,2024-03-17,Service,Yes
5a8b97c3-1298-4dcc-b26b-2b50c03b09c3,1,2024-11-05,Unknown,Yes
194ad1c8-6e28-40cd-8a0b-4fde92539490,0,2024-05-07,Product,No
edb2f7e9-0954-4209-82d4-efce65dc7a1c,0,2024-08-23,Price,Yes
3999fd92-848d-4072-aabd-0748e3c7aae3,1,2024-06-12,Product,No
76db89b5-fd3f-44da-bda8-3b3765ff44fd,0,2024-10-25,Product,No
42134d6e-5991-4ed9-a5ee-524082e3a526,0,2024-04-02,Unknown,No
d2753843-2df7-42e1-b1bc-29eab9546fbd,1,2024-10-17,Product,No
5ec5ff66-481b-4251-9930-eca0b1dd518b,0,2024-11-22,Service,Yes
74e1a0e8-567a-4a2e-b352-7abf44082c12,0,2024-08-10,Price,No
e351459c-62ce-4185-a554-b17d80532bc3,0,2025-02-07,Product,No
006493a8-05ad-4da8-92cf-06f4b3334bb7,0,2024-07-02,Price,Yes
a9062df9-b8f9-49f5-8a25-0f7b4257971a,0,2024-09-15,Product,No
a1abedc0-65d6-415f-ab6b-26f361f928d8,0,2024-04-06,Service,No
de6c03ab-ad98-419c-96fc-11f3cccb5839,0,2024-11-23,Service,No
ee175d9d-3179-45ad-92b8-7788522618e3,0,2025-01-20,Service,Yes
1e9abf69-5763-457d-be34-b96a08460ff2,1,2024-09-28,Unknown,Yes
40c836c8-6ce8-490d-9409-1efe9f977a67,0,2024-05-04,Service,No
b8d9d472-fe4c-4a25-a053-7cedbbf59a99,0,2024-06-05,Price,Yes
218bde4d-1660-48be-b28a-d9cd705e3b08,0,2025-02-09,Service,Yes
3003ece7-42f7-47f3-9772-ecf23665a49f,0,2024-04-05,Price,Yes
83488bd2-f549-4524-83c1-00c5cbba33dd,0,2024-10-19,Service,No
4eb25316-71d5-4ebc-a3bc-e2e62ad33c80,0,2024-11-07,Product,Yes
37ae87fa-4994-4905-a2a2-b513bdf6caa4,0,2024-06-27,Unknown,No
fedcf60a-2699-4455-bf95-40a32a51bc52,0,2024-04-04,Unknown,No
62a0d5bd-f1ec-427f-8aa6-11afd2e1bdd5,0,2024-05-29,Service,Yes
bf2a6cbe-9900-49ab-9e9b-0abde9c8e7b3,0,2025-01-12,Service,Yes
6bfe4c02-f8b9-480c-97ac-084039035c10,0,2024-05-27,Product,No
1c2471d9-6429-4fac-af27-4188ea230683,0,2025-01-25,Service,Yes
e6c37c75-f033-4907-87fc-a8c0ca8218d3,0,2025-01-09,Price,Yes
1d9ace7f-bdb3-47ec-8a06-60dca5838c4a,0,2024-09-22,Product,No
990975c7-4aba-4c41-9e4c-4cbb0d5f77fb,0,2024-08-23,Service,No
a810e278-9e3a-4d44-b187-36d9dc0c9c89,0,2024-07-20,Price,No
f4c7570d-31fc-4b6f-855c-a028baa6d0d9,0,2024-09-21,Unknown,No
6e144d01-f6f7-4f71-967d-f4132fb32286,1,2024-05-06,Product,No
20861a86-aef5-47c0-82b9-222c6dbfbdc0,0,2024-09-01,Price,Yes
0416513a-ad46-47d0-8371-c71f70d5fd71,0,2025-01-22,Unknown,No
5097cd44-ace4-44a6-93e0-40db37334412,0,2025-02-09,Service,Yes
d1ba2eb2-a2f1-4bdd-b997-fb86441aae43,1,2025-01-11,Service,No
e313a529-4cf8-41c5-a8a0-8bbd91fcf0ed,0,2025-02-22,Unknown,Yes
2f413987-840c-44ad-a078-4390ecb2b49c,0,2024-09-01,Product,No
f115490a-dc9f-4fae-9d35-d95c22e7431d,0,2024-09-02,Product,No
6093dfa4-72fe-41e3-b3c1-ba28a379a26e,1,2025-02-17,Unknown,Yes
1f7ccf9c-fa6e-4b1d-b8f1-ad7a68d25ab7,0,2024-08-01,Service,No
7d78b05d-f31e-4e4b-bb37-70394d318f59,0,2024-05-09,Service,No
b5dc8c4d-599e-4e00-9c24-b0ff8aa86f1c,0,2025-02-18,Product,No
6936adc8-f5a2-4207-82de-f62f20d0adac,0,2024-05-09,Service,Yes
5c7acac8-6455-482b-b2f3-1c19a9e5b165,1,2024-12-15,Price,Yes
5966e2be-07b7-4daa-9b6b-e884d8ee37a7,1,2024-06-17,Price,Yes
c1de87a9-75ab-4cc2-a749-de769fa03c86,0,2024-10-30,Price,No
b76e654d-9e9e-4cb9-b05d-36968dfa3022,0,2024-05-04,Unknown,Yes
1e36c9a9-d9e0-44d5-ba63-a21333b61d62,0,2024-09-23,Unknown,Yes
250d7d69-13cb-4a21-8ff4-9158bfbecf40,0,2024-12-09,Product,Yes
8940e12e-b3f3-4bc0-9232-727d4e5d65e5,0,2024-12-20,Service,Yes
252c193d-0473-434b-8c05-33af2c628f5e,0,2024-03-14,Unknown,Yes
8114ab27-d5ea-404c-a956-4e6bbc83a9c3,0,2024-11-07,Price,Yes
48bbb9c9-6469-46ab-87a0-11b5fb30d799,1,2025-01-30,Product,No
e27be470-f43b-4cfc-a922-57fec1b0d9ca,0,2024-10-10,Price,No
83b4fda1-c5bd-4488-9dd7-acc8710daa22,0,2025-01-30,Price,No
aebee155-ce98-4878-aabb-ef55259c9edf,0,2024-06-10,Product,Yes
c89d3f08-9ee5-4346-a1e5-0e41dd35afd2,0,2024-10-23,Service,No
aa517eac-5eef-4b3f-9bc2-be4b9ac356c1,0,2024-06-13,Unknown,Yes
179d1f7f-a900-4e74-bed2-6612c3c78331,0,2024-12-27,Price,Yes
2a452655-008b-4a46-aaa7-5d0920c9bd06,0,2024-05-15,Price,No
f703df8a-fc8a-46a6-bfed-8542b17d9414,0,2024-07-05,Product,No
47cff69b-3405-423a-ae0d-04ae982f30b1,0,2024-09-07,Unknown,No
c7a1b7ac-5192-4150-acf2-c40f3df390ab,0,2025-01-29,Price,Yes
b7fef2e1-ae6f-48bb-a997-331d9783fad0,0,2025-01-04,Service,Yes
3052d1b8-5478-457f-b47c-478b5600ef50,0,2025-01-22,Price,No
98d02556-fcbc-4d36-94e2-a3faa0286061,0,2024-03-25,Unknown,No
c9b69056-8e15-44f5-a924-8fe580248636,0,2024-02-26,Price,Yes
bd21ceaa-c97e-46ce-a1ee-f7e9aefa0c89,0,2024-07-30,Product,No
9125f80c-8095-4b79-9804-45ee69a01b54,0,2024-10-04,Price,Yes
94244728-7cb8-4aca-8ab4-a3f15c2b23cc,1,2024-07-22,Product,Yes
3070bcb1-7f1e-416a-a254-48db6a3fe72a,0,2024-05-22,Unknown,Yes
5f9cda94-849b-4d23-8dfb-fa6bf4b25faf,1,2024-12-22,Price,Yes
daea6ea0-d472-464f-b969-165f61464946,0,2024-11-02,Product,No
1360fffa-dfb9-46c5-aa3e-891830b12c24,0,2024-09-23,Service,Yes
898af1d0-6df6-428e-af5a-9e3fb75fc5d7,1,2024-11-29,Product,No
9214e201-9e4b-4fdd-9ef0-b917f52d22a6,0,2024-09-29,Unknown,No
f9c5c12f-a51a-4e8b-9660-a81cfeda5f37,0,2024-11-18,Service,No
99759460-0553-456c-9402-376f317b0d71,0,2024-10-08,Unknown,Yes
fdfc7fea-0847-4b93-aad3-2f50890f7663,0,2024-11-09,Product,No
a163028e-1e2e-4d61-a278-c8654f571114,1,2024-09-11,Unknown,No
5a6f0366-46d7-417b-b889-f8c10c42585d,0,2024-09-23,Unknown,No
44af7957-9c47-4b5f-a2a7-0b3f0bab805f,0,2024-12-12,Unknown,Yes
ac8daaaf-26bc-4d45-a741-24f81c3848de,1,2024-12-09,Unknown,Yes
0451330d-3158-4c92-bad5-92e9aee6d834,1,2024-07-21,Price,Yes
2ef7a27a-28d2-4b08-96a3-cf9570a954b7,1,2024-04-17,Unknown,Yes
25efd42c-c323-4b10-b1ff-50935f6b5bc8,0,2024-09-04,Service,No
b64eb954-181c-4f62-9714-8b9e296a87b3,0,2024-05-14,Unknown,No
15b31be2-1194-4de5-a906-d44d3c09af10,0,2024-09-04,Price,No
b8cc9f3b-385c-4ea7-bbe0-0d1137af14c5,0,2024-10-21,Product,No
adf64703-0ba8-461d-88bd-5ab4f8b6bac7,0,2024-10-02,Product,Yes
205b22b0-8297-47f7-b2d8-371721ad19dd,0,2024-09-17,Price,Yes
7ef7ec37-cdce-4150-8543-cc1e6af657e3,1,2024-11-23,Unknown,No
621d212a-8792-4d3d-be04-3f9a419b06ed,0,2025-02-12,Unknown,Yes
31c154ac-c9c2-4174-9bc4-e0c5554d64ff,1,2024-08-07,Product,No
